candidate_id,ra_deg,dec_deg,proposal,field_class,layout,mag_r,sw_obs,lw_obs,sw_filter,lw_filter,nearest_cat_sep_arcsec,half
J15023508+219868,150.2350797510226,2.198684461316488,1727,cosmos,color,20.438425,jw01727-o064_t100_nircam_clear-f150w,jw01727-o064_t100_nircam_clear-f277w,F150W,F277W,31.023,holdout
J15023990+256277,150.2398959925857,2.562769577309794,1727,cosmos,color,17.16645,jw01727-o160_t073_nircam_clear-f150w,jw01727-o019_t073_nircam_clear-f277w,F150W,F277W,72.106,holdout
J15024474+236434,150.2447437563339,2.364338729979391,1727,cosmos,color,20.08831,jw01727-o061_t091_nircam_clear-f150w,jw01727-o061_t091_nircam_clear-f277w,F150W,F277W,54.905,design
J15024530+184805,150.2453021971214,1.848049317756036,1727,cosmos,color,17.524603,jw01727-o148_t136_nircam_clear-f150w,jw01727-o148_t136_nircam_clear-f277w,F150W,F277W,14.21,design
J15024531+206026,150.2453070010537,2.060257792503338,1727,cosmos,color,20.563982,jw01727-o105_t117_nircam_clear-f150w,jw01727-o105_t117_nircam_clear-f277w,F150W,F277W,53.889,holdout
J15024826+251319,150.248258133034,2.513186662363179,1727,cosmos,color,19.967161,jw01727-o160_t073_nircam_clear-f150w,jw01727-o160_t073_nircam_clear-f444w,F150W,F444W,132.983,design
J15025376+189703,150.2537646414142,1.897032824579,1727,cosmos,color,20.339586,jw01727-o145_t127_nircam_clear-f150w,jw01727-o145_t127_nircam_clear-f277w,F150W,F277W,31.457,holdout
J15025386+227732,150.2538604993477,2.277317079517172,1727,cosmos,color,18.877562,jw01727-o063_t099_nircam_clear-f150w,jw01727-o063_t099_nircam_clear-f277w,F150W,F277W,49.725,design
J15025415+193037,150.2541463395863,1.930373550062945,1727,cosmos,color,20.537209,jw01727-o145_t127_nircam_clear-f150w,jw01727-o145_t127_nircam_clear-f277w,F150W,F277W,59.484,holdout
J15026559+192591,150.2655890994439,1.925906229098768,1727,cosmos,color,18.11004,jw01727-o145_t127_nircam_clear-f150w,jw01727-o145_t127_nircam_clear-f277w,F150W,F277W,23.641,holdout
J15026619+228717,150.2661920590186,2.287169111759068,1727,cosmos,color,17.32532,jw01727-o063_t099_nircam_clear-f150w,jw01727-o063_t099_nircam_clear-f277w,F150W,F277W,63.266,design
J15027737+204678,150.2773669360517,2.046780374241636,1727,cosmos,color,19.69055,jw01727-o108_t126_nircam_clear-f150w,jw01727-o108_t126_nircam_clear-f277w,F150W,F277W,69.162,design
J15028212+201630,150.2821182012172,2.016296018160589,1727,cosmos,color,19.901342,jw01727-o108_t126_nircam_clear-f150w,jw01727-o108_t126_nircam_clear-f277w,F150W,F277W,59.954,holdout
J15028463+227882,150.2846348040771,2.278815072262499,1727,cosmos,color,16.544561,jw01727-o065_t107_nircam_clear-f150w,jw01727-o065_t107_nircam_clear-f277w,F150W,F277W,76.914,design
J15028800+227695,150.2879978756222,2.276947877163261,1727,cosmos,color,17.182384,jw01727-o065_t107_nircam_clear-f150w,jw01727-o065_t107_nircam_clear-f277w,F150W,F277W,85.684,holdout
J15028876+239133,150.2887575088791,2.39132984097737,1727,cosmos,color,18.8265,jw01727-o026_t098_nircam_clear-f150w,jw01727-o026_t098_nircam_clear-f277w,F150W,F277W,44.759,design
J15029132+241079,150.2913160118244,2.41079259082383,1727,cosmos,color,19.9862,jw01727-o026_t098_nircam_clear-f150w,jw01727-o026_t098_nircam_clear-f277w,F150W,F277W,77.276,holdout
J15029192+245172,150.2919178977434,2.451717536285566,1727,cosmos,color,19.2901,jw01727-o024_t090_nircam_clear-f150w,jw01727-o024_t090_nircam_clear-f277w,F150W,F277W,46.393,holdout
J15029465+248871,150.2946468362663,2.488705542286888,1727,cosmos,color,20.854986,jw01727-o023_t089_nircam_clear-f150w,jw01727-o023_t089_nircam_clear-f277w,F150W,F277W,18.38,design
J15030429+233435,150.3042918768226,2.334347619982081,1727,cosmos,color,19.36822,jw01727-o065_t107_nircam_clear-f150w,jw01727-o065_t107_nircam_clear-f277w,F150W,F277W,87.252,design
J15030823+213392,150.3082290648723,2.133924931301893,1727,cosmos,color,20.007477,jw01727-o107_t125_nircam_clear-f150w,jw01727-o107_t125_nircam_clear-f277w,F150W,F277W,148.396,holdout
J15031057+243121,150.310566728284,2.431213774908657,1727,cosmos,color,20.682096,jw01727-o026_t098_nircam_clear-f150w,jw01727-o026_t098_nircam_clear-f277w,F150W,F277W,23.736,holdout
J15031078+252823,150.3107759561397,2.528233723465312,1727,cosmos,color,20.433613,jw01727-o023_t089_nircam_clear-f150w,jw01727-o023_t089_nircam_clear-f277w,F150W,F277W,20.885,design
J15031246+209254,150.3124587337582,2.092538676761448,1727,cosmos,color,18.883656,jw01727-o107_t125_nircam_clear-f150w,jw01727-o107_t125_nircam_clear-f277w,F150W,F277W,77.614,holdout
J15031280+200903,150.3128013192584,2.009028039862431,1727,cosmos,color,18.406229,jw01727-o110_t134_nircam_clear-f150w,jw01727-o110_t134_nircam_clear-f277w,F150W,F277W,17.385,design
J15031714+252191,150.3171417705544,2.521907567761369,1727,cosmos,color,20.757072,jw01727-o023_t089_nircam_clear-f150w,jw01727-o023_t089_nircam_clear-f277w,F150W,F277W,13.396,design
J15032015+222358,150.3201453574514,2.223581742456385,1727,cosmos,color,20.888927,jw01727-o164_t116_nircam_clear-f150w,jw01727-o164_t116_nircam_clear-f277w,F150W,F277W,200.741,design
J15032370+221079,150.3237029978364,2.21079219221594,1727,cosmos,color,19.878574,jw01727-o164_t116_nircam_clear-f150w,jw01727-o164_t116_nircam_clear-f277w,F150W,F277W,182.426,holdout
J15032903+249185,150.3290301310051,2.491849351073212,1727,cosmos,color,19.813751,jw01727-o025_t097_nircam_clear-f150w,jw01727-o025_t097_nircam_clear-f277w,F150W,F277W,96.45,holdout
J15033062+242443,150.3306213873944,2.424429059282816,1727,cosmos,color,20.36811,jw01727-o026_t098_nircam_clear-f150w,jw01727-o026_t098_nircam_clear-f277w,F150W,F277W,32.512,design
J15033658+232223,150.3365845897091,2.322225476506166,1727,cosmos,color,19.039139,jw01727-o065_t107_nircam_clear-f150w,jw01727-o065_t107_nircam_clear-f277w,F150W,F277W,57.345,holdout
J15033735+241243,150.3373468943281,2.412433301055482,1727,cosmos,color,18.827324,jw01727-o028_t106_nircam_clear-f150w,jw01727-o028_t106_nircam_clear-f277w,F150W,F277W,15.136,design
J15033790+250887,150.3378997688893,2.508867248047593,1727,cosmos,color,19.818447,jw01727-o025_t097_nircam_clear-f150w,jw01727-o025_t097_nircam_clear-f277w,F150W,F277W,96.414,design
J15034829+240466,150.3482869960238,2.404663627221811,1727,cosmos,color,18.097855,jw01727-o028_t106_nircam_clear-f150w,jw01727-o028_t106_nircam_clear-f277w,F150W,F277W,43.569,holdout
J15035452+199269,150.3545202278301,1.992689752172167,1727,cosmos,color,20.069328,jw01727-o112_t142_nircam_clear-f150w,jw01727-o112_t142_nircam_clear-f277w,F150W,F277W,45.146,holdout
J15035707+224418,150.3570748516422,2.24417798765097,1727,cosmos,color,20.064478,jw01727-o069_t123_nircam_clear-f150w,jw01727-o069_t123_nircam_clear-f277w,F150W,F277W,107.193,holdout
J15036067+198798,150.3606689547383,1.987983152477597,1727,cosmos,color,17.344408,jw01727-o112_t142_nircam_clear-f150w,jw01727-o112_t142_nircam_clear-f277w,F150W,F277W,46.24,design
J15037164+191384,150.3716409345765,1.913843615744695,1727,cosmos,color,20.31123,jw01727-o114_t150_nircam_clear-f150w,jw01727-o114_t150_nircam_clear-f277w,F150W,F277W,121.23,holdout
J15037418+217704,150.3741791321928,2.177037843062986,1727,cosmos,color,19.551327,jw01727-o072_t132_nircam_clear-f150w,jw01727-o072_t132_nircam_clear-f277w,F150W,F277W,139.935,holdout
J15037538+244169,150.3753795969355,2.441687331133882,1727,cosmos,color,20.278513,jw01727-o027_t105_nircam_clear-f150w,jw01727-o027_t105_nircam_clear-f277w,F150W,F277W,40.118,design
J15037978+249019,150.3797782179418,2.490187999971611,1727,cosmos,color,18.33528,jw01727-o027_t105_nircam_clear-f150w,jw01727-o027_t105_nircam_clear-f277w,F150W,F277W,81.582,holdout
J15038166+223462,150.3816550302047,2.23461926904375,1727,cosmos,color,18.591946,jw01727-o165_t131_nircam_clear-f150w,jw05893-o016_t016_nircam_clear-f356w,F150W,F356W,52.929,design
J15038208+191201,150.3820784110562,1.912013279567915,1727,cosmos,color,20.777407,jw01727-o114_t150_nircam_clear-f150w,jw01727-o114_t150_nircam_clear-f277w,F150W,F277W,155.325,design
J15038453+194464,150.3845342664891,1.944641700722011,1727,cosmos,color,19.07577,jw01727-o114_t150_nircam_clear-f150w,jw01727-o114_t150_nircam_clear-f277w,F150W,F277W,68.882,holdout
J15038569+198996,150.3856911937483,1.989958445500546,1727,cosmos,color,20.778614,jw01727-o114_t150_nircam_clear-f150w,jw01727-o114_t150_nircam_clear-f277w,F150W,F277W,96.539,holdout
J15039154+206131,150.3915435020002,2.061305037898375,1727,cosmos,color,19.1793,jw01727-o111_t141_nircam_clear-f150w,jw01727-o111_t141_nircam_clear-f277w,F150W,F277W,20.355,holdout
J15039169+231652,150.3916899199596,2.316521572737812,1727,cosmos,color,19.4679,jw01727-o032_t122_nircam_clear-f150w,jw01727-o032_t122_nircam_clear-f277w,F150W,F277W,51.858,design
J15039470+206832,150.394700555355,2.068317071449354,1727,cosmos,color,19.099083,jw01727-o111_t141_nircam_clear-f150w,jw01727-o111_t141_nircam_clear-f277w,F150W,F277W,38.864,design
J15039518+200815,150.3951818232428,2.008147081961283,1727,cosmos,color,20.404942,jw01727-o113_t149_nircam_clear-f150w,jw01727-o113_t149_nircam_clear-f277w,F150W,F277W,80.078,design
J15040032+211637,150.4003175636925,2.116366293938728,1727,cosmos,color,18.724934,jw01727-o074_t140_nircam_clear-f150w,jw01727-o074_t140_nircam_clear-f277w,F150W,F277W,75.602,holdout
J15040193+244503,150.4019273653229,2.445031865114629,1727,cosmos,color,16.458456,jw01727-o029_t113_nircam_clear-f150w,jw01727-o029_t113_nircam_clear-f277w,F150W,F277W,59.311,holdout
J15040299+237880,150.4029851783574,2.378804189351795,1727,cosmos,color,19.4354,jw01727-o032_t122_nircam_clear-f150w,jw01727-o032_t122_nircam_clear-f277w,F150W,F277W,31.825,holdout
J15040993+238226,150.4099289148516,2.382258505576777,1727,cosmos,color,20.163788,jw01727-o032_t122_nircam_clear-f150w,jw01727-o032_t122_nircam_clear-f277w,F150W,F277W,30.351,holdout
J15041007+245339,150.4100664043561,2.453393915351374,1727,cosmos,color,17.778498,jw01727-o029_t113_nircam_clear-f150w,jw01727-o029_t113_nircam_clear-f277w,F150W,F277W,54.932,holdout
J15042176+241477,150.42176010903,2.414767449824542,1727,cosmos,color,20.579702,jw01727-o031_t121_nircam_clear-f150w,jw01727-o031_t121_nircam_clear-f277w,F150W,F277W,135.634,design
J15042265+240722,150.4226545472316,2.407215928954309,1727,cosmos,color,18.29868,jw01727-o031_t121_nircam_clear-f150w,jw01727-o031_t121_nircam_clear-f277w,F150W,F277W,117.002,design
J15042277+241724,150.4227711906089,2.4172380502667,1727,cosmos,color,18.450783,jw01727-o031_t121_nircam_clear-f150w,jw01727-o031_t121_nircam_clear-f277w,F150W,F277W,138.952,design
J15042536+212919,150.4253619845096,2.129188816432356,1727,cosmos,color,20.06308,jw01727-o076_t148_nircam_clear-f150w,jw01727-o076_t148_nircam_clear-f277w,F150W,F277W,75.313,holdout
J15045062+241999,150.4506238907781,2.419994904138239,1727,cosmos,color,20.867704,jw01727-o033_t129_nircam_clear-f150w,jw01727-o033_t129_nircam_clear-f277w,F150W,F277W,72.243,design
J15045900+217094,150.4589993843115,2.170941871590612,1727,cosmos,color,20.225327,jw01727-o076_t148_nircam_clear-f150w,jw01727-o076_t148_nircam_clear-f277w,F150W,F277W,93.172,design
J15047387+237589,150.4738663546536,2.375887349905735,1727,cosmos,color,17.21634,jw01727-o036_t138_nircam_clear-f150w,jw01727-o036_t138_nircam_clear-f277w,F150W,F277W,81.204,design
J15053436+238213,150.5343629272878,2.382134864744621,1727,cosmos,color,19.12869,jw01727-o037_t145_nircam_clear-f150w,jw01727-o037_t145_nircam_clear-f277w,F150W,F277W,57.426,design
J15053909+243871,150.5390933606934,2.438705810155251,1727,cosmos,color,20.43855,jw01727-o037_t145_nircam_clear-f150w,jw01727-o037_t145_nircam_clear-f277w,F150W,F277W,154.491,holdout
J15056095+211113,150.5609499313847,2.111133457004026,1635,blank,color,18.877398,jw01635-o026_t007_nircam_clear-f150w2,jw01635-o026_t007_nircam_clear-f444w,F150W2,F444W,221.65,design
J1505653+2807180,15.05652953225906,28.07179933518349,1243,blank,color,19.286604,jw01243-o001_t001_nircam_clear-f200w,jw01243-o001_t001_nircam_clear-f356w,F200W,F356W,4323.884,design
J15424724+3904547,154.24723681066456,39.0454744872888,5594,cluster,color,18.863317,jw05594-o004_t006_nircam_clear-f150w2,jw05594-o004_t006_nircam_clear-f322w2,F150W2,F322W2,478.8,design
J15424914+3903022,154.24913587369488,39.03021807040276,5594,cluster,color,19.064571,jw05594-o004_t006_nircam_clear-f150w2,jw05594-o004_t006_nircam_clear-f322w2,F150W2,F322W2,461.129,design
J15728190+2639074,157.2818977338769,26.39073960041899,6675,cluster,gray_lw_only,19.798998,,jw06675-o006_t007_nircam_clear-f444w,,F444W,51.91,holdout
J16115660+3384869,161.1565960579954,33.848688042031604,1176,cluster,color,19.694048,jw01176-o281_t025_nircam_clear-f150w,jw01176-o281_t025_nircam_clear-f277w,F150W,F277W,2774.406,holdout
J16437127+5799513,164.37126798554112,57.99513349242541,5594,cluster,color,20.826271,jw05594-o091_t093_nircam_clear-f150w2,jw05594-o091_t093_nircam_clear-f322w2,F150W2,F322W2,17.613,design
J16645992-1025916,166.4599164450945,-10.25915504851884,5594,cluster,color,20.58481,jw05594-o072_t074_nircam_clear-f150w2,jw05594-o072_t074_nircam_clear-f322w2,F150W2,F322W2,2059.851,holdout
J17177791+4246398,171.77791102621936,42.46397954550942,1176,cluster,color,17.880411,jw01176-o251_t013_nircam_clear-f150w,jw01176-o251_t013_nircam_clear-f277w,F150W,F277W,79.593,holdout
J17182440+4247148,171.82440495940392,42.471477147036495,4744,cluster,color,19.348907,jw04744-o005_t002_nircam_clear-f150w,jw04744-o005_t002_nircam_clear-f277w,F150W,F277W,17.31,holdout
J17183353+4248564,171.8335337566149,42.485637438640715,4744,cluster,color,19.068089,jw04744-o005_t002_nircam_clear-f150w,jw04744-o005_t002_nircam_clear-f277w,F150W,F277W,24.431,design
J17738849+2238664,177.3884874718112,22.38664390882784,5890,cluster,color,17.394947,jw05890-o003_t003_nircam_clear-f150w,jw01208-o008_t004_nircam_clear-f277w,F150W,F277W,15.321,design
J17739683+2241745,177.3968285916543,22.41744895967046,5890,cluster,color,20.896702,jw05890-o003_t003_nircam_clear-f150w,jw01208-o008_t004_nircam_clear-f277w,F150W,F277W,12.236,design
J17741117+2235421,177.4111654148181,22.35420660699186,1176,cluster,color,18.49055,jw01176-o231_t011_nircam_clear-f150w,jw01176-o231_t011_nircam_clear-f277w,F150W,F277W,8.569,design
J17771018-2807261,177.7101756348372,-28.0726070438147,6882,cluster,color,19.774244,jw06882-o030_t031_nircam_clear-f150w,jw06882-o030_t031_nircam_clear-f277w,F150W,F277W,11.54,design
J17773035-2807155,177.7303542435811,-28.07154649667858,6882,cluster,gray_lw_only,19.81216,jw06882-o030_t031_nircam_clear-f150w,jw05594-o049_t051_nircam_clear-f322w2,F150W,F322W2,13.965,design
J17832181+791864,178.3218052533549,7.918638954514019,6675,cluster,gray_lw_only,20.641262,,jw06675-o001_t002_nircam_clear-f444w,,F444W,58.189,design
J17832394+793591,178.3239395025789,7.935905878967502,6675,cluster,gray_lw_only,20.6164,,jw06675-o001_t002_nircam_clear-f444w,,F444W,25.468,design
J17832474+792844,178.3247438385497,7.928435621492105,6675,cluster,gray_lw_only,20.780188,,jw06675-o001_t002_nircam_clear-f444w,,F444W,24.343,design
J17832744+794424,178.3274357826616,7.944238430269248,6675,cluster,gray_lw_only,19.466986,,jw06675-o001_t002_nircam_clear-f444w,,F444W,43.392,holdout
J17832857+791584,178.3285660384246,7.91584240164087,6675,cluster,gray_lw_only,19.342287,,jw06675-o001_t002_nircam_clear-f444w,,F444W,60.25,design
J17833172+794079,178.3317207817242,7.940789372930221,6675,cluster,gray_lw_only,20.301767,,jw06675-o001_t002_nircam_clear-f444w,,F444W,30.33,design
J17833472+793279,178.3347167380149,7.93278696908057,6675,cluster,gray_lw_only,19.724245,,jw06675-o001_t002_nircam_clear-f444w,,F444W,16.138,holdout
J18030926+2311805,180.3092642031698,23.11805100500546,5594,cluster,color,19.204885,jw05594-o019_t021_nircam_clear-f150w2,jw05594-o019_t021_nircam_clear-f322w2,F150W2,F322W2,810.882,holdout
J18031643+2310548,180.3164338650421,23.10547926108753,5594,cluster,color,20.955051,jw05594-o019_t021_nircam_clear-f150w2,jw05594-o019_t021_nircam_clear-f322w2,F150W2,F322W2,795.199,holdout
J18156523-880609,181.5652338751575,-8.80609293990326,6882,cluster,color,19.244543,jw06882-o031_t032_nircam_clear-f150w,jw06882-o031_t032_nircam_clear-f277w,F150W,F277W,5.882,design
J18307996+2755490,183.0799564061078,27.55490303016307,1176,cluster,color,18.812857,jw01176-o271_t015_nircam_clear-f150w,jw01176-o271_t015_nircam_clear-f277w,F150W,F277W,34.992,design
J18637708+1253803,186.3770790485921,12.53803086663394,5398,blank,gray_sw_only,19.935646,jw05398-c1150_t000_nircam_clear-f200w,,F200W,,1648.352,holdout
J18754718+1369736,187.5471751769547,13.69735926696155,7763,blank,color,18.974339,jw07763-o007_t007_nircam_clear-f150w,jw07763-o007_t007_nircam_clear-f277w,F150W,F277W,2502.991,holdout
J18773188+1230425,187.7318786278085,12.3042511256813,7763,blank,gray_sw_only,20.754196,jw07763-o034_t034_nircam_clear-f150w,,F150W,,2167.964,design
J18775408+1232162,187.7540764391564,12.32162088819181,7763,blank,color,20.450441,jw07763-o034_t034_nircam_clear-f150w,jw07763-o034_t034_nircam_clear-f277w,F150W,F277W,2073.253,design
J19066646+264375,190.6664609015432,2.643753176006014,3055,blank,color,19.74259,jw03055-o014_t014_nircam_clear-f150w,jw03055-o014_t014_nircam_clear-f277w,F150W,F277W,139.934,design
J19450872+4704838,194.50871819731532,47.04837540941435,5594,cluster,color,17.699348,jw05594-o036_t038_nircam_clear-f150w2,jw05594-o036_t038_nircam_clear-f322w2,F150W2,F322W2,1818.827,holdout
J19651804+394694,196.5180358222636,3.946938310644536,4092,blank,color,18.566614,jw04092-o002_t002_nircam_clear-f115w,jw04092-o002_t002_nircam_clear-f335m,F115W,F335M,1779.393,design
J19776313-318483,197.7631347110766,-3.184826755605835,6882,cluster,color,19.478016,jw06882-o032_t033_nircam_clear-f150w,jw06882-o032_t033_nircam_clear-f277w,F150W,F277W,18.719,design
J19786421-133401,197.8642050890775,-1.334007058216268,5782,cluster,color,18.327759,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,6.71,holdout
J19786644-138569,197.8664446493213,-1.385689960736113,5782,cluster,color,18.082735,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,88.181,design
J19786762-134539,197.8676197162541,-1.345385978349015,5782,cluster,color,17.902388,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,7.545,holdout
J19786985-133179,197.8698479859127,-1.33179268104565,5782,cluster,color,20.934044,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,8.139,design
J19788340-132341,197.8833999040781,-1.323411443854259,5782,cluster,color,18.511421,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,7.536,holdout
J19788382-136056,197.8838158264723,-1.360564273938927,5782,cluster,color,18.14956,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,8.874,holdout
J19789700-131503,197.8970025258673,-1.315033603850908,5782,cluster,color,20.473728,jw05782-o001_t001_nircam_clear-f150w,jw05782-o001_t001_nircam_clear-f277w,F150W,F277W,29.467,holdout
J20137194-1169361,201.371938051118,-11.69361210469312,5398,blank,color,18.388943,jw05398-c1165_t000_nircam_clear-f115w,jw05398-c1164_t000_nircam_clear-f444w,F115W,F444W,2974.265,design
J20381475+4099553,203.8147461300248,40.99553450560061,5594,cluster,color,18.590452,jw05594-o010_t012_nircam_clear-f150w2,jw05594-o010_t012_nircam_clear-f322w2,F150W2,F322W2,117.833,design
J20989131+6252676,209.8913129897888,62.52675961899001,3433,cluster,color,20.832388,jw03433-o005_t010_nircam_clear-f200w,jw03433-o005_t010_nircam_clear-f277w,F200W,F277W,112.845,holdout
J20994672+6250747,209.94671856691576,62.50747333493725,3433,cluster,color,20.922766,jw03433-o005_t010_nircam_clear-f200w,jw03433-o005_t010_nircam_clear-f277w,F200W,F277W,23.137,holdout
J20996068+6251811,209.9606801743056,62.518111586522785,3433,cluster,color,17.491434,jw03433-o005_t010_nircam_clear-f200w,jw03433-o005_t010_nircam_clear-f277w,F200W,F277W,17.323,design
J20997471+6251502,209.97470607045108,62.51502457878269,3433,cluster,color,19.248384,jw03433-o005_t010_nircam_clear-f200w,jw03433-o005_t010_nircam_clear-f277w,F200W,F277W,12.089,holdout
J20998800+6250300,209.98799593519968,62.50299599981686,3433,cluster,color,20.981852,jw03433-o005_t010_nircam_clear-f200w,jw03433-o005_t010_nircam_clear-f277w,F200W,F277W,56.058,design
J21025496+286266,210.2549611194418,2.862662146776654,5594,cluster,color,19.577446,jw05594-o015_t017_nircam_clear-f150w2,jw05594-o015_t017_nircam_clear-f322w2,F150W2,F322W2,37.427,design
J21026192+286910,210.2619227394302,2.869096392319204,5594,cluster,color,18.89254,jw05594-o015_t017_nircam_clear-f150w2,jw05594-o015_t017_nircam_clear-f322w2,F150W2,F322W2,6.612,design
J21062425-454519,210.6242534605825,-4.545185630463721,9032,blank,gray_sw_only,20.849472,jw09032-o006_t005_nircam_clear-f200w,jw01059-o119_t012_nircam_f444w-maskbar,F200W,F444W,2410.291,design
J21595369+2410851,215.953687701231,24.10851054113182,1208,cluster,color,20.874098,jw01208-o010_t005_nircam_clear-f150w,jw01208-o010_t005_nircam_clear-f277w,F150W,F277W,73.499,design
J2230462-7356702,22.30461541108133,-73.56702224422544,2662,blank,color,18.097971,jw02662-o001_t001_nircam_clear-f150w,jw02662-o001_t001_nircam_clear-f277w,F150W,F277W,2341.349,design
J2244764-7355900,22.44764150481459,-73.55899808776967,2662,blank,color,18.54209,jw02662-o001_t001_nircam_clear-f150w,jw02662-o001_t001_nircam_clear-f277w,F150W,F277W,2424.743,design
J2293359-1358888,22.93359234600207,-13.58887711916972,6882,cluster,color,20.218813,jw06882-o007_t007_nircam_clear-f150w,jw06882-o007_t007_nircam_clear-f277w,F150W,F277W,140.673,holdout
J22957563-8151656,229.5756266931355,-81.51656089026343,5594,cluster,color,20.545431,jw05594-o074_t076_nircam_clear-f150w2,jw05594-o074_t076_nircam_clear-f322w2,F150W2,F322W2,42.468,holdout
J2296284-1360772,22.96284371685291,-13.60772330843137,6882,cluster,color,20.629646,jw06882-o007_t007_nircam_clear-f150w,jw06882-o007_t007_nircam_clear-f277w,F150W,F277W,18.425,design
J2297755-1361783,22.97755279684445,-13.61782805755071,6882,cluster,color,20.354572,jw06882-o007_t007_nircam_clear-f150w,jw06882-o007_t007_nircam_clear-f277w,F150W,F277W,32.04,design
J23750859-7818481,237.5085930810553,-78.18481007783488,2555,cluster,color,20.159147,jw02555-o003_t009_nircam_clear-f150w,jw02555-o003_t009_nircam_clear-f277w,F150W,F277W,9.173,design
J24394458-615181,243.9445836129908,-6.151805217645197,5594,cluster,color,19.144417,jw05594-o003_t005_nircam_clear-f150w2,jw05594-o003_t005_nircam_clear-f322w2,F150W2,F322W2,22.452,holdout
J24396549-613061,243.9654885012148,-6.130608132566937,5594,cluster,color,19.66745,jw05594-o003_t005_nircam_clear-f150w2,jw05594-o003_t005_nircam_clear-f322w2,F150W2,F322W2,53.153,holdout
J24535312+3816912,245.35312325612108,38.16911902401109,5594,cluster,color,18.549557,jw05594-o071_t073_nircam_clear-f150w2,jw05594-o071_t073_nircam_clear-f322w2,F150W2,F322W2,29.819,design
J24535925+3815145,245.35925132154856,38.151447152386794,5594,cluster,color,20.862553,jw05594-o071_t073_nircam_clear-f150w2,jw05594-o071_t073_nircam_clear-f322w2,F150W2,F322W2,77.277,holdout
J2499094-592509,24.99094250867687,-5.925086441632845,5594,cluster,gray_lw_only,19.436512,,jw05594-o066_t068_nircam_clear-f322w2,,F322W2,43.379,holdout
J2500200-591829,25.00199881575293,-5.918289553553474,5594,cluster,color,20.541727,jw05594-o066_t068_nircam_clear-f150w2,jw05594-o066_t068_nircam_clear-f322w2,F150W2,F322W2,15.27,holdout
J26291130+2285701,262.9113035967438,22.85700807226772,5594,cluster,color,20.774551,jw05594-o048_t050_nircam_clear-f150w2,jw05594-o048_t050_nircam_clear-f322w2,F150W2,F322W2,37.331,design
J26452875+6010501,264.52874935761736,60.105013768159495,5594,cluster,color,17.58152,jw05594-o035_t037_nircam_clear-f150w2,jw05594-o035_t037_nircam_clear-f322w2,F150W2,F322W2,7163.528,design
J26842894+6500621,268.42893579040674,65.00621454181095,9263,blank,color,19.658337,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,180.811,holdout
J26872359+6526720,268.723591437384,65.26720179512606,9263,blank,color,20.57051,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,371.349,holdout
J26878429+6512698,268.7842876144367,65.12697808327512,9263,blank,color,19.526644,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,147.954,holdout
J26881943+6508340,268.8194275667113,65.08340042697932,5105,blank,color,20.140213,jw05105-o014_t001_nircam_clear-f150w,jw05105-o014_t001_nircam_clear-f444w,F150W,F444W,45.517,holdout
J2712616+603310,27.12615599250939,6.033104995184802,1243,blank,color,20.656116,jw01243-o006_t006_nircam_clear-f200w,jw01243-o006_t006_nircam_clear-f356w,F200W,F356W,4172.68,holdout
J2715947+603919,27.15947165654974,6.039191737162925,1243,blank,color,18.394312,jw01243-o006_t006_nircam_clear-f200w,jw01243-o006_t006_nircam_clear-f356w,F200W,F356W,4111.726,design
J2781430-5991827,27.8143015968688,-59.91827213467413,5594,cluster,color,20.947144,jw05594-o140_t142_nircam_clear-f150w2,jw05594-o140_t142_nircam_clear-f322w2,F150W2,F322W2,2914.32,design
J2994026-883918,29.94026061641539,-8.839178996780184,6882,cluster,color,20.16568,jw06882-o061_t009_nircam_clear-f150w,jw06882-o061_t009_nircam_clear-f277w,F150W,F277W,92.712,holdout
J2994467-883826,29.94466507322863,-8.838263961085302,6882,cluster,color,20.690742,jw06882-o061_t009_nircam_clear-f150w,jw06882-o061_t009_nircam_clear-f277w,F150W,F277W,81.6,holdout
J30795315-4061637,307.9531530682403,-40.61636865509059,6882,cluster,color,19.298693,jw06882-o039_t042_nircam_clear-f150w,jw06882-o039_t042_nircam_clear-f277w,F150W,F277W,28.687,holdout
J30855626-5961162,308.556259399199,-59.6116235017946,5594,cluster,color,20.825201,jw05594-o111_t188_nircam_clear-f150w2,jw05594-o111_t188_nircam_clear-f322w2,F150W2,F322W2,4807.913,design
J31540786-6139596,315.4078583835303,-61.39596031207892,5594,cluster,color,20.59134,jw05594-o104_t106_nircam_clear-f150w2,jw05594-o104_t106_nircam_clear-f322w2,F150W2,F322W2,1833.065,design
