candidate_id,system_id,half,forced,forced_reason,truth_class,cell
J5186322-1343964,54,design,True,component_of:J5186648-1343587,lit_galaxy,lit_galaxy
J5186648-1343587,81,design,True,anchor,lit_cluster,lit_cluster
J5186803-1343778,81,design,True,component_of:J5186648-1343587,lit_cluster,lit_cluster
J5243714-217875,426,design,False,,negative,negative:cluster
J5313613-2782910,427,design,False,,negative,negative:blank
J5317651-2771065,428,holdout,False,,negative,negative:cluster
J5318769-2772550,429,design,False,,negative,negative:cluster
J5324867-2784183,430,holdout,False,,negative,negative:blank
J5328406-2785654,431,design,False,,negative,negative:blank
J5376335-1946021,432,holdout,False,,negative,negative:cluster
J5376360-1946836,433,holdout,False,,negative,negative:cluster
J5376680-1946429,55,design,False,,lit_galaxy,lit_galaxy
J5377489-1947618,434,design,False,,negative,negative:cluster
J5378386-1946893,435,design,False,,negative,negative:cluster
J5971918-2993167,436,holdout,False,,negative,negative:cluster
J5973691-2991571,437,design,False,,negative,negative:cluster
J6146773-4925583,438,design,False,,negative,negative:cluster
J6148425-4926918,439,holdout,False,,negative,negative:cluster
J6149425-4926794,517,holdout,False,,stress_D,stress_D:merger
J6150973-4927409,440,holdout,False,,negative,negative:cluster
J6397111-2414198,441,holdout,False,,negative,negative:blank
J6402662-2407015,82,holdout,False,,lit_cluster,lit_cluster
J6403185-2403539,545,design,False,,stress_U,stress_U:rank_301_2024
J6403415-2406677,56,holdout,False,,lit_galaxy,lit_galaxy
J6405781-2407390,442,design,False,,negative,negative:cluster
J6436132-1185622,443,holdout,False,,negative,negative:cluster
J6507435-5508786,546,holdout,False,,stress_U,stress_U:rank_101_300
J6740113-289378,444,design,False,,negative,negative:cluster
J6929477+073773,445,design,False,,negative,negative:cluster
J694390+2627532,446,design,False,,negative,negative:cluster
J7076877-6164171,447,design,False,,negative,negative:cluster
J7296228+010919,448,holdout,False,,negative,negative:cluster
J7296296-6935436,449,design,False,,negative,negative:blank
J7297133-6937170,450,holdout,False,,negative,negative:blank
J7298151+010446,547,design,False,,stress_U,stress_U:rank_101_300
J7354526-302673,451,design,False,,negative,negative:cluster
J7355034-300033,452,design,False,,negative,negative:cluster
J7356430-1028118,453,holdout,False,,negative,negative:cluster
J802897+1810048,454,holdout,False,,negative,negative:cluster
J803198+1811354,83,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J803366+1819844,518,holdout,False,,stress_D,stress_D:ring_spiral
J803699+201708,455,design,False,,negative,negative:blank
J803918+1811554,57,design,True,component_of:J30791374-4058431,lit_galaxy,lit_galaxy
J804700+1811523,456,holdout,False,,negative,negative:cluster
J804769+1814094,457,design,False,,negative,negative:cluster
J804801+1813123,458,design,False,,negative,negative:cluster
J805311+1812371,548,holdout,False,,stress_U,stress_U:rank_301_2024
J805529+1810939,519,holdout,False,,stress_D,stress_D:elliptical_nearmiss
J806086+1813290,459,design,False,,negative,negative:cluster
J806401+1814734,460,holdout,False,,negative,negative:cluster
J8569263-2143082,461,holdout,False,,negative,negative:cluster
J8570749-2142357,462,design,False,,negative,negative:cluster
J859500+243201,463,holdout,False,,negative,negative:cluster
J8666584-5375505,464,holdout,False,,negative,negative:cluster
J8730044-6209360,465,holdout,False,,negative,negative:cluster
J8730424-6207661,520,holdout,False,,stress_D,stress_D:elliptical_nearmiss
J8731668-6207344,466,holdout,False,,negative,negative:cluster
J8731758-6207720,549,design,False,,stress_U,stress_U:rank_101_300
J8734971-6208053,467,design,False,,negative,negative:cluster
J881166-2023687,468,holdout,False,,negative,negative:cluster
J8826506-3369017,469,holdout,False,,negative,negative:cluster
J8831331-3369558,550,holdout,False,,stress_U,stress_U:rank_301_2024
J8831663-3370788,521,holdout,False,,stress_D,stress_D:elliptical_nearmiss
J8832857-3370823,470,holdout,False,,negative,negative:cluster
J8834008-3368573,471,design,False,,negative,negative:cluster
J886041-2024869,472,design,False,,negative,negative:cluster
J9005029-4390718,473,design,False,,negative,negative:cluster
J9005506-4389393,474,holdout,False,,negative,negative:cluster
J9005771-4388634,475,holdout,False,,negative,negative:cluster
J9009866-2012117,476,holdout,False,,negative,negative:cluster
J927121+915963,477,holdout,False,,negative,negative:cluster
J927569+915263,84,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J927964+916705,478,holdout,False,,negative,negative:cluster
J928927+915106,85,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J9395385-5771281,479,design,False,,negative,negative:cluster
J9940487-4849482,522,design,False,,stress_D,stress_D:ring_spiral
J9968089-5398857,480,design,False,,negative,negative:cluster
J9969222-5397414,481,holdout,False,,negative,negative:cluster
J9969294-5397094,482,design,False,,negative,negative:cluster
