name,ra,dec,survey_key,grade_truth,binary_label,source,region,tractor_type,p_meta,leak,unit_id,image_path,image_path_v2r,render_sha,render_sha_v2r,truth_class,is_positive,is_stress,is_anchor,cowls_band,cowls_ranking,cowls_theta_E,known_lens_name,known_type,known_sep_arcsec,centre_is_deflector,layout,field_class,proposal,mag_r,prior_exposure,pipe_grade_passcount,pipe_inspector_conf,pipe_score,in_frame,half
J26006978+3560730,260.06978406396377,35.607300644922795,jwst,,lens,truth_jwst,5594,,,no,u0246,golden/kits_truth/J26006978+3560730.jpg,golden/kits_truth_v2r/J26006978+3560730.jpg,fd7777e541c2adb6,6152e7dbda6ad1ce,lit_cluster,True,False,False,,,,[ZFM2015] M1720 4.3,SIMBAD:LeI,1.72,False,color,cluster,5594,17.650928,0,,,,True,design
J32235572-769186,322.3557189083236,-7.691861399650914,jwst,,lens,truth_jwst,6882,,,no,,golden/kits_truth/J32235572-769186.jpg,golden/kits_truth_v2r/J32235572-769186.jpg,2fc2a2a87eb829c2,cd829cf000fbc9cc,lit_cluster,True,False,False,,,,[MSB2017b] 7.2,SIMBAD:LeI,1.88,False,color,cluster,6882,20.917913,0,U,20.0,1.2116786230699936,False,design
J32505778-2365549,325.0577840137826,-23.65548944352838,jwst,,lens,truth_jwst,6882,,,no,,golden/kits_truth/J32505778-2365549.jpg,golden/kits_truth_v2r/J32505778-2365549.jpg,6f88bb924d98957c,941f56f8cc62b87d,lit_cluster,True,False,False,,,,[ZFM2015] MS2137 3.2,SIMBAD:LeI,1.63,False,color,cluster,6882,20.927677,0,U,18.0,1.1894473489198476,False,design
J32839345+1770589,328.3934453166113,17.70588659676261,jwst,,lens,truth_jwst,5594,,,no,u0158,golden/kits_truth/J32839345+1770589.jpg,golden/kits_truth_v2r/J32839345+1770589.jpg,e43d088f7b8b0703,5fbb88ab2870f39f,lit_cluster,True,False,False,,,,[BM2000] 0563.1+0236.0,SIMBAD:LeG,0.53,True,color,cluster,5594,20.388296,0,,,,True,design
J34218133-4451973,342.1813323813997,-44.51973009980383,jwst,,lens,truth_jwst,3293,,,no,,golden/kits_truth/J34218133-4451973.jpg,golden/kits_truth_v2r/J34218133-4451973.jpg,042b4f204a3d2dac,7f35188dfe2b240d,lit_cluster,True,False,False,,,,[KIS2018] AS1063 44.3,SIMBAD:LeI,1.95,False,color,cluster,3293,20.766918,0,,,,False,holdout
J34218891-4454040,342.1889060425524,-44.54039711014857,jwst,,lens,truth_jwst,3293,,,no,u0016,golden/kits_truth/J34218891-4454040.jpg,golden/kits_truth_v2r/J34218891-4454040.jpg,e206fccab2deccf6,1f7d24c16eaf223f,lit_cluster,True,False,False,,,,[BHF2019] RXCJ2248    931,SIMBAD:LeG,1.87,False,color,cluster,3293,20.52051,0,,,,True,holdout
J34708269-218827,347.0826897520284,-2.18826713866514,jwst,,lens,truth_jwst,6882,,,desi_train,u0050,golden/kits_truth/J34708269-218827.jpg,golden/kits_truth_v2r/J34708269-218827.jpg,c5cac89cb5e01a43,e091b77c169abc7f,lit_cluster,True,False,False,,,,[CSA2018] Abell 2537 32.1,SIMBAD:LeI,1.88,False,color,cluster,6882,19.705305,0,U,20.0,1.2124117448529002,True,design
J34709033-218772,347.0903323410068,-2.187716167154425,jwst,,lens,truth_jwst,6882,,,no,u0243,golden/kits_truth/J34709033-218772.jpg,golden/kits_truth_v2r/J34709033-218772.jpg,adc1c6380641bb3c,7c437fc672217ebf,lit_cluster,True,False,False,,,,[CSA2018] Abell 2537 2.3,SIMBAD:LeI,1.97,False,color,cluster,6882,20.659103,0,,,,True,design
J355159-3037570,3.551593259722217,-30.37569862856143,jwst,,lens,truth_jwst,2561,,,no,,golden/kits_truth/J355159-3037570.jpg,golden/kits_truth_v2r/J355159-3037570.jpg,bee6aa2579b81e68,09d7580d087ba0ba,lit_cluster,True,False,False,,,,[BAG2023b] 70003749,SIMBAD:LeG,0.26,True,color,cluster,2561,20.684135,0,U,20.0,1.2086023263490409,False,holdout
J358138-3039391,3.581378519776964,-30.39390915493075,jwst,,lens,truth_jwst,2561,,,no,,golden/kits_truth/J358138-3039391.jpg,golden/kits_truth_v2r/J358138-3039391.jpg,1db9e6468dec9e16,55c55fddaa40fbc5,lit_cluster,True,False,False,,,,[MRC2018] A2744 105.4,SIMBAD:LeG,1.42,False,color,cluster,2561,20.874407,0,,,,False,holdout
J358813-3039505,3.588134852270382,-30.3950530700409,jwst,,lens,truth_jwst,2561,,,no,,golden/kits_truth/J358813-3039505.jpg,golden/kits_truth_v2r/J358813-3039505.jpg,18e0c9aee6c87479,4f5034d83cc0845d,lit_cluster,True,False,False,,,,[MRC2018] A2744 37.2,SIMBAD:LeG,1.92,False,color,cluster,2561,19.732944,0,,,,False,holdout
J3996317-156579,39.96316934059399,-1.565786112612952,jwst,,lens,truth_jwst,5890,,,desi_train,u0221,golden/kits_truth/J3996317-156579.jpg,golden/kits_truth_v2r/J3996317-156579.jpg,17b9a7a3d2c88e05,ead09db26b03110f,lit_cluster,True,False,False,,,,[DSB2018] A370 15.3.1,SIMBAD:LeG,0.95,True,color,cluster,5890,19.782705,0,U,20.0,1.2134756389624413,True,holdout
J3996912-158493,39.96911931835045,-1.584931833130931,jwst,,lens,truth_jwst,5890,,,desi_train,u0239,golden/kits_truth/J3996912-158493.jpg,golden/kits_truth_v2r/J3996912-158493.jpg,97b8de453cd0d16c,f5c885135c6e0729,lit_cluster,True,False,False,,,,[DSB2018] A370  2.4.1,SIMBAD:LeG,1.31,False,color,cluster,5890,19.432636,0,U,25.0,1.249250396543473,True,holdout
J4202043-352281,42.02043297886691,-3.522812322746657,jwst,,lens,truth_jwst,6882,,,desi_train,u0118,golden/kits_truth/J4202043-352281.jpg,golden/kits_truth_v2r/J4202043-352281.jpg,448fc730d4939fc6,7325e6125c9c4a29,lit_cluster,True,False,False,,,,[SKE2001] B13,SIMBAD:LeI,1.79,False,color,cluster,6882,20.161623,0,U,18.0,1.1980367764244089,True,design
J5186648-1343587,51.8664825081052,-13.43586587872064,jwst,,lens,truth_jwst,5594,,,no,u0153,golden/kits_truth/J5186648-1343587.jpg,golden/kits_truth_v2r/J5186648-1343587.jpg,eb4a95095a8fa237,91bc6345c1e4842b,lit_cluster,True,False,True,,,,DES J0327-1326:[OWD2022] 2,top100:known,,False,color,cluster,5594,20.830465,1,C,42.0,2.377079080316711,True,design
J5186803-1343778,51.86803262254947,-13.43778146053111,jwst,,lens,truth_jwst,5594,,,no,u0120,golden/kits_truth/J5186803-1343778.jpg,golden/kits_truth_v2r/J5186803-1343778.jpg,3821c238086e62b0,9406bb4ef6427103,lit_cluster,True,False,False,,,,RCS J0327:[SBC2023] E1.1,top100:known,,False,color,cluster,5594,20.760675,1,C,40.0,2.3625307317730986,True,design
J6402662-2407015,64.02662027592369,-24.07015285089795,jwst,,lens,truth_jwst,5890,,,no,u0173,golden/kits_truth/J6402662-2407015.jpg,golden/kits_truth_v2r/J6402662-2407015.jpg,3eb151bd1e4f05a3,0b8968b76edce205,lit_cluster,True,False,False,,,,[HHT2016] 49.3,SIMBAD:LeG,0.97,True,color,cluster,5890,20.88196,0,,,,True,holdout
J803198+1811354,8.031975916986372,18.11354096514257,jwst,,lens,truth_jwst,6882,,,no,u0059,golden/kits_truth/J803198+1811354.jpg,golden/kits_truth_v2r/J803198+1811354.jpg,d83fd0412b557432,23a3098ef43c9dd4,lit_cluster,True,False,False,,,,[DZR2017] MACS J0032-arc,SIMBAD:LeG,1.73,False,color,cluster,6882,20.376305,0,U,15.0,1.1745698163739422,True,design
J927569+915263,9.275689189021271,9.152631552041058,jwst,,lens,truth_jwst,6882,,,no,u0150,golden/kits_truth/J927569+915263.jpg,golden/kits_truth_v2r/J927569+915263.jpg,b626cd7ac43d0f10,bcd7237f22b0c39c,lit_cluster,True,False,False,,,,[SSK2002] ERO J003706+0909.1,SIMBAD:LeI,1.24,False,color,cluster,6882,20.777107,0,D,30.0,0.2852530586526476,True,design
J928927+915106,9.289272836561272,9.15106352917912,jwst,,lens,truth_jwst,6882,,,no,u0010,golden/kits_truth/J928927+915106.jpg,golden/kits_truth_v2r/J928927+915106.jpg,5080506aa710c3f7,bf6e20665cf5a2f7,lit_cluster,True,False,False,,,,[SZS2014] A68/HLS115,SIMBAD:LeG,1.11,False,color,cluster,6882,20.197813,0,D,45.0,0.3996646220840078,True,design
J10165239-6262492,101.65239392248,-62.62492291121669,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J10165239-6262492.jpg,golden/kits_truth_v2r/J10165239-6262492.jpg,36c7daef7d85cb98,6f6f009b13e602fe,negative,False,False,False,,,,,,,False,color,cluster,5594,18.340935,0,,,,False,design
J10190879+7025705,101.90878757467996,70.25705226134278,jwst,,nonlens,truth_jwst,1433,,,no,,golden/kits_truth/J10190879+7025705.jpg,golden/kits_truth_v2r/J10190879+7025705.jpg,e1351b27c823fcaa,2c3748d2339f7ae4,negative,False,False,False,,,,,,,False,color,cluster,1433,20.883224,0,,,,False,holdout
J10457022-5594237,104.5702226814692,-55.94237218380331,jwst,,nonlens,truth_jwst,4598,,,no,,golden/kits_truth/J10457022-5594237.jpg,golden/kits_truth_v2r/J10457022-5594237.jpg,e2e51af084c5a9b7,ec686565be33bfc9,negative,False,False,False,,,,,,,False,color,cluster,4598,18.80703,0,,,,False,holdout
J10462825-5596100,104.6282513630676,-55.96100158048926,jwst,,nonlens,truth_jwst,4598,,,no,,golden/kits_truth/J10462825-5596100.jpg,golden/kits_truth_v2r/J10462825-5596100.jpg,758ffe3fb424d10c,1326da31806c3d4b,negative,False,False,False,,,,,,,False,color,cluster,4598,20.452301,0,,,,False,holdout
J10465872-5595715,104.6587163694155,-55.95714579436181,jwst,,nonlens,truth_jwst,4598,,,no,,golden/kits_truth/J10465872-5595715.jpg,golden/kits_truth_v2r/J10465872-5595715.jpg,edb130a4946e678a,633ef828fc32e52e,negative,False,False,False,,,,,,,False,color,cluster,4598,17.844795,0,,,,False,holdout
J10466148-5596794,104.6614790947342,-55.96793623226382,jwst,,nonlens,truth_jwst,4598,,,no,,golden/kits_truth/J10466148-5596794.jpg,golden/kits_truth_v2r/J10466148-5596794.jpg,335706b494a58877,ee9c9d7e4ff6a2c6,negative,False,False,False,,,,,,,False,color,cluster,4598,19.604847,0,,,,False,design
J10467718-5596405,104.677176559814,-55.96405407495486,jwst,,nonlens,truth_jwst,4598,,,no,,golden/kits_truth/J10467718-5596405.jpg,golden/kits_truth_v2r/J10467718-5596405.jpg,8aed7cdef1cf883d,3279fb3b1900f60b,negative,False,False,False,,,,,,,False,color,cluster,4598,19.559727,0,,,,False,design
J11077070-7349692,110.7706995967835,-73.4969245628284,jwst,,nonlens,truth_jwst,4043,,,no,,golden/kits_truth/J11077070-7349692.jpg,golden/kits_truth_v2r/J11077070-7349692.jpg,a41688de3811f3ff,5d69d3736cfdc3fa,negative,False,False,False,,,,,,,False,color,cluster,4043,20.137693,0,,,,False,design
J11083554-7343054,110.8355391705355,-73.4305437688886,jwst,,nonlens,truth_jwst,2736,,,no,,golden/kits_truth/J11083554-7343054.jpg,golden/kits_truth_v2r/J11083554-7343054.jpg,8d0262943eb6e589,624b55b11673e384,negative,False,False,False,,,,,,,False,color,cluster,2736,19.272736,0,,,,False,holdout
J12022374+3605209,120.22373677969532,36.05208805226036,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J12022374+3605209.jpg,golden/kits_truth_v2r/J12022374+3605209.jpg,f4055d705da85ee9,552a296fab84d22b,negative,False,False,False,,,,,,,False,color,cluster,5594,20.618174,0,,,,False,holdout
J12022533+3605598,120.22532983946093,36.05598215358814,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J12022533+3605598.jpg,golden/kits_truth_v2r/J12022533+3605598.jpg,e1d4644a25a045a1,bc28de5c45230243,negative,False,False,False,,,,,,,False,color,cluster,5594,19.027487,0,,,,False,holdout
J12022720+3605500,120.22719696034858,36.0549985402738,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J12022720+3605500.jpg,golden/kits_truth_v2r/J12022720+3605500.jpg,a285d5822e81f286,18262ef8e0240d08,negative,False,False,False,,,,,,,False,color,cluster,5594,20.721333,0,,,,False,holdout
J1210998-5273662,12.10997531005652,-52.73662278397516,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J1210998-5273662.jpg,golden/kits_truth_v2r/J1210998-5273662.jpg,d09f170247347fc1,9107109db0e97e3a,negative,False,False,False,,,,,,,False,color,cluster,5594,17.65154,0,,,,False,holdout
J12133343+2003403,121.3334326490796,20.03403369893391,jwst,,nonlens,truth_jwst,1063,,,no,,golden/kits_truth/J12133343+2003403.jpg,golden/kits_truth_v2r/J12133343+2003403.jpg,8c9268720f645351,d1325068015a6d30,negative,False,False,False,,,,,,,False,color,blank,1063,19.449747,0,,,,False,holdout
J13513883+2089332,135.1388343681415,20.89332488296698,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J13513883+2089332.jpg,golden/kits_truth_v2r/J13513883+2089332.jpg,3bcf15bacde1e2b3,de615746a5a0ead7,negative,False,False,False,,,,,,,False,color,cluster,5594,18.455547,0,,,,False,design
J13516366+2090337,135.1636608728522,20.90337076846302,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J13516366+2090337.jpg,golden/kits_truth_v2r/J13516366+2090337.jpg,c6c82e7d28e42ac0,364168586f9a9d83,negative,False,False,False,,,,,,,False,color,cluster,5594,20.15388,0,,,,False,holdout
J13516783+2090911,135.1678300941722,20.90911190866538,jwst,,nonlens,truth_jwst,5594,,,no,,golden/kits_truth/J13516783+2090911.jpg,golden/kits_truth_v2r/J13516783+2090911.jpg,75692b8eb73d18c6,6335e1564d8cb425,negative,False,False,False,,,,,,,False,color,cluster,5594,18.64023,0,,,,False,design
J13972220-8105171,139.7222038699893,-81.05171490917412,jwst,,nonlens,truth_jwst,4903,,,no,,golden/kits_truth/J13972220-8105171.jpg,golden/kits_truth_v2r/J13972220-8105171.jpg,33f1d17845d75a14,2dadbdaed0739eee,negative,False,False,False,,,,,,,False,color,cluster,4903,19.367296,0,,,,False,holdout
J14100024+789328,141.000242092062,7.893283662656462,jwst,,nonlens,truth_jwst,2078,,,no,,golden/kits_truth/J14100024+789328.jpg,golden/kits_truth_v2r/J14100024+789328.jpg,b37852b8dbc62708,2cfe0e1bc3a2218e,negative,False,False,False,,,,,,,False,color,blank,2078,18.727335,0,,,,False,holdout
J1451508+3024035,14.51507798015341,30.24034923404384,jwst,,nonlens,truth_jwst,6434,,,no,,golden/kits_truth/J1451508+3024035.jpg,golden/kits_truth_v2r/J1451508+3024035.jpg,cd59beec3985a2cd,8ac27a376bfffef5,negative,False,False,False,,,,,,,False,gray_sw_only,blank,6434,20.073212,0,,,,False,holdout
J14520858+770413,145.2085796793069,7.70412700057248,jwst,,nonlens,truth_jwst,3433,,,no,,golden/kits_truth/J14520858+770413.jpg,golden/kits_truth_v2r/J14520858+770413.jpg,301afb22d5148276,faeeb1048e63a85e,negative,False,False,False,,,,,,,False,color,cluster,3433,20.200184,0,,,,False,design
J14521594+770083,145.2159445939148,7.70083475869839,jwst,,nonlens,truth_jwst,3433,,,no,,golden/kits_truth/J14521594+770083.jpg,golden/kits_truth_v2r/J14521594+770083.jpg,b675d22c8c23c9bc,a513b0c137a36247,negative,False,False,False,,,,,,,False,color,cluster,3433,20.213589,0,,,,False,design
J14896639+6964001,148.96638702487215,69.6400058830295,jwst,,nonlens,truth_jwst,5145,,,no,,golden/kits_truth/J14896639+6964001.jpg,golden/kits_truth_v2r/J14896639+6964001.jpg,5803aa8cabcb5849,66a91f76d5c1af4d,negative,False,False,False,,,,,,,False,color,blank,5145,20.05588,0,,,,False,holdout
J14970259+203297,149.7025855714771,2.032970369311984,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14970259+203297.jpg,golden/kits_truth_v2r/J14970259+203297.jpg,db2adb3b6028a9f4,a1b753b5268a6620,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.160532,0,,,,False,holdout
J14973171+212434,149.7317124269093,2.124336016073532,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14973171+212434.jpg,golden/kits_truth_v2r/J14973171+212434.jpg,814a0f149acbbaab,b197ca7cd66d7435,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.968718,0,,,,False,design
J14973252+195282,149.7325231049708,1.95281706224445,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14973252+195282.jpg,golden/kits_truth_v2r/J14973252+195282.jpg,52132d8426d2f961,dcbd3585686f2218,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.32782,0,,,,False,holdout
J14975814+219076,149.7581442572968,2.190761411431744,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14975814+219076.jpg,golden/kits_truth_v2r/J14975814+219076.jpg,956d132cd7207e9e,78751361ed47ee9f,negative,False,False,False,,,,,,,False,color,cosmos,1727,17.263767,0,,,,False,holdout
J14976245+218007,149.7624452656261,2.180071692986532,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14976245+218007.jpg,golden/kits_truth_v2r/J14976245+218007.jpg,4b48cd49e86912ea,bf9cb7a71db8911b,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.019386,0,,,,False,design
J14977611+214060,149.7761098531749,2.140603238921176,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14977611+214060.jpg,golden/kits_truth_v2r/J14977611+214060.jpg,053537280762a4c5,1d68b052fe43a937,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.956602,0,,,,False,holdout
J14978855+213196,149.78855209902,2.131964923158809,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14978855+213196.jpg,golden/kits_truth_v2r/J14978855+213196.jpg,fa9bbb2a1402bb2b,3ab3d1f4d2fc66a6,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.86508,0,,,,False,design
J14981112+225248,149.8111249628898,2.25248139462584,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14981112+225248.jpg,golden/kits_truth_v2r/J14981112+225248.jpg,4575c0ae706dbdaf,ad86da66bfdd68d5,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.182505,0,,,,False,design
J14981361+225470,149.8136095510436,2.254704704502855,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14981361+225470.jpg,golden/kits_truth_v2r/J14981361+225470.jpg,489fb113936502a7,3485a82e9e354e5a,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.388775,0,,,,False,holdout
J1498187+2816303,14.9818681551572,28.16303094919299,jwst,,nonlens,truth_jwst,6434,,,no,,golden/kits_truth/J1498187+2816303.jpg,golden/kits_truth_v2r/J1498187+2816303.jpg,a13946147c28adcf,1adb28e1fca568d2,negative,False,False,False,,,,,,,False,color,blank,6434,18.624023,0,,,,False,holdout
J14981885+216231,149.8188477724439,2.162313205848541,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14981885+216231.jpg,golden/kits_truth_v2r/J14981885+216231.jpg,c989ed62c2052970,caa66495d207f6c4,negative,False,False,False,,,,,,,False,color,cosmos,1727,18.41427,0,,,,False,design
J14982608+213517,149.8260825551721,2.135172310639601,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14982608+213517.jpg,golden/kits_truth_v2r/J14982608+213517.jpg,cda513ac84edb4af,0bba712d00f60f8e,negative,False,False,False,,,,,,,False,color,cosmos,1727,18.086842,0,,,,False,holdout
J14982665+197229,149.8266473108643,1.972285059815104,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14982665+197229.jpg,golden/kits_truth_v2r/J14982665+197229.jpg,d089c088f8fa9597,24a162e9a38a0028,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.710148,0,,,,False,holdout
J14983520+227535,149.8351994381726,2.275351490452039,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14983520+227535.jpg,golden/kits_truth_v2r/J14983520+227535.jpg,5e8c13d6ec7b4c69,bb40771d88378cbb,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.750208,0,,,,False,design
J14983878+193009,149.8387757258655,1.930088564541005,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14983878+193009.jpg,golden/kits_truth_v2r/J14983878+193009.jpg,da406fd63b581fb9,152212ac13c5142b,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.201519,0,,,,False,holdout
J14984085+216705,149.8408522608635,2.167045080984421,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14984085+216705.jpg,golden/kits_truth_v2r/J14984085+216705.jpg,5ece76a71b02d4f8,10931114afb6c159,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.200027,0,,,,False,holdout
J14984240+230058,149.8423987719129,2.300581463980873,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14984240+230058.jpg,golden/kits_truth_v2r/J14984240+230058.jpg,20418413105b449f,d7b96f1eeb554078,negative,False,False,False,,,,,,,False,color,cosmos,1727,18.167583,0,,,,False,holdout
J14984340+214760,149.8434026291868,2.147604256749717,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14984340+214760.jpg,golden/kits_truth_v2r/J14984340+214760.jpg,255cff85e1b1b6d5,b74c938be04d6f46,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.287003,0,,,,False,holdout
J14984710+228738,149.8471005989674,2.287377687600501,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14984710+228738.jpg,golden/kits_truth_v2r/J14984710+228738.jpg,c134f5cade19e69b,23db39529d665fe1,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.233942,0,,,,False,design
J14984732+220417,149.8473191901302,2.204168640761027,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14984732+220417.jpg,golden/kits_truth_v2r/J14984732+220417.jpg,5ee12a280043db47,cc6d6de3d63cc68e,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.676783,0,,,,False,design
J14985077+226112,149.8507676102732,2.261121567991752,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14985077+226112.jpg,golden/kits_truth_v2r/J14985077+226112.jpg,97505031f1ce6a83,8d395de7b71ac514,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.518845,0,,,,False,holdout
J14985991+214875,149.8599081362148,2.148750209869094,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14985991+214875.jpg,golden/kits_truth_v2r/J14985991+214875.jpg,73f94cec193ed892,2b73788dee2d3758,negative,False,False,False,,,,,,,False,color,cosmos,1727,17.460266,0,,,,False,design
J14986666+227442,149.8666553880481,2.274415337738866,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14986666+227442.jpg,golden/kits_truth_v2r/J14986666+227442.jpg,a6f88fd257bf1f18,e423eddc62e03c6b,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.132954,0,,,,False,holdout
J14986686+205175,149.8668582414039,2.051750210838554,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14986686+205175.jpg,golden/kits_truth_v2r/J14986686+205175.jpg,e321f6ab18565ada,6d07bdfc51fd51b0,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.35671,0,,,,False,design
J14987021+233510,149.8702105163908,2.335099139871736,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14987021+233510.jpg,golden/kits_truth_v2r/J14987021+233510.jpg,3cfe8433f98a19d8,311f77761c614dde,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.131172,0,,,,False,design
J14987287+226147,149.8728711907963,2.261467091134952,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14987287+226147.jpg,golden/kits_truth_v2r/J14987287+226147.jpg,d9c54fb429ed0889,26ceea7da86cd9e6,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.552795,0,,,,False,design
J14987321+252754,149.8732143048148,2.527539589303911,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14987321+252754.jpg,golden/kits_truth_v2r/J14987321+252754.jpg,b97545f1ad6193b1,ece47caa4b680d2a,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.982359,0,,,,False,holdout
J14988080+222858,149.8808002427615,2.228579699375302,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14988080+222858.jpg,golden/kits_truth_v2r/J14988080+222858.jpg,cc8e17bc79e48731,27f24831e003e9ca,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.236343,0,,,,False,holdout
J14988264+244832,149.882637074026,2.44831819429719,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14988264+244832.jpg,golden/kits_truth_v2r/J14988264+244832.jpg,10fd522a7f51d5a4,746f50ad23bf8862,negative,False,False,False,,,,,,,False,color,cosmos,1727,18.229279,0,,,,False,design
J14988278+213247,149.882775133458,2.132469564755038,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14988278+213247.jpg,golden/kits_truth_v2r/J14988278+213247.jpg,07bb093478ecb82d,c4659bd0a1727e33,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.377872,0,,,,False,holdout
J14990021+189664,149.9002100673891,1.896643143694443,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14990021+189664.jpg,golden/kits_truth_v2r/J14990021+189664.jpg,37c96882a8357d23,566ccbf6d9a12516,negative,False,False,False,,,,,,,False,color,cosmos,1727,16.745296,0,,,,False,holdout
J14990055+189878,149.9005524096822,1.898782731433911,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14990055+189878.jpg,golden/kits_truth_v2r/J14990055+189878.jpg,ad24c990e0296df3,248d5ed9237615bb,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.131657,0,,,,False,holdout
J14990337+243896,149.9033701883425,2.438960300223301,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14990337+243896.jpg,golden/kits_truth_v2r/J14990337+243896.jpg,95bdbe021866dcc9,1a0f93c0efa6ad29,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.054544,0,,,,False,holdout
J14990528+219896,149.9052791424438,2.198958279416955,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14990528+219896.jpg,golden/kits_truth_v2r/J14990528+219896.jpg,cac8daca24b5d1f4,2792e54fa7ca8098,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.352062,0,,,,False,holdout
J14990594+244729,149.9059373458015,2.447293821540228,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14990594+244729.jpg,golden/kits_truth_v2r/J14990594+244729.jpg,7794c88c2458d17d,19cc24a1b90e4fa8,negative,False,False,False,,,,,,,False,color,cosmos,1727,19.878748,0,,,,False,holdout
J14991009+190700,149.9100887120301,1.907004666104146,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14991009+190700.jpg,golden/kits_truth_v2r/J14991009+190700.jpg,f838ce3cfdaf3c74,82f15ac8adcbd796,negative,False,False,False,,,,,,,False,color,cosmos,1727,20.91652,0,,,,False,holdout
J14991013+214969,149.9101256505312,2.149687195870414,jwst,,nonlens,truth_jwst,1727,,,no,,golden/kits_truth/J14991013+214969.jpg,golden/kits_truth_v2r/J14991013+214969.jpg,7ee3b94c9f20ecb8,a4fc904bc5154ccb,negative,False,False,False,,,,,,,False,color,cosmos,1727,18.456802,0,,,,False,design
