name,ra,dec,survey_key,score_1_4,grade_letter,label_source,bench_overlap,pool_split
DESI-014.3890-03.6012,14.38902764,-3.601221692,storfer,1,D,gradeD_consensus,False,train
DESI-014.5310-55.5675,14.53101566,-55.56746813,storfer,1,D,gradeD_consensus,False,train
DESI-014.6862-00.8784,14.68615012,-0.8783930238,storfer,1,D,gradeD_consensus,False,train
DESI-014.8171-02.1263,14.81706681,-2.126269436,storfer,1,D,gradeD_consensus,False,train
DESI-015.0076-33.4436,15.0075839,-33.44356654,storfer,1,D,gradeD_consensus,False,train
DESI-015.0970-30.3617,15.09702277,-30.36170157,storfer,1,D,gradeD_consensus,False,train
DESI-015.1353+03.1348,15.13531919,3.13484983,storfer,1,D,gradeD_consensus,False,train
DESI-015.2116-22.3737,15.21161535,-22.37367825,storfer,1,D,gradeD_consensus,False,train
DESI-015.2198-46.3187,15.21975668,-46.3186882,storfer,1,D,gradeD_consensus,False,train
DESI-015.3580-53.3065,15.35803785,-53.30653455,storfer,1,D,gradeD_consensus,False,train
DESI-015.3653-39.6805,15.36534132,-39.68053897,storfer,1,D,gradeD_consensus,True,
DESI-015.4150-57.9088,15.41497451,-57.90883024,storfer,1,D,gradeD_consensus,False,train
DESI-015.6573-36.5910,15.65734843,-36.59095502,storfer,1,D,gradeD_consensus,False,train
DESI-015.7814-21.1257,15.78144242,-21.1256744,storfer,1,D,gradeD_consensus,False,valsel
DESI-015.8419-16.5502,15.84192271,-16.55016728,storfer,1,D,gradeD_consensus,False,train
DESI-015.8465-50.5450,15.84653959,-50.54504375,storfer,1,D,gradeD_consensus,False,train
DESI-015.9811-35.7343,15.98107016,-35.73432393,storfer,1,D,gradeD_consensus,False,train
DESI-016.0169-35.1429,16.01694441,-35.14292869,storfer,1,D,gradeD_consensus,False,train
DESI-016.0381-13.5489,16.03813149,-13.54885451,storfer,1,D,gradeD_consensus,False,valsel
DESI-016.0398-23.8128,16.0397753,-23.81282241,storfer,1,D,gradeD_consensus,False,train
DESI-016.0471-31.5098,16.0470688,-31.5098147,storfer,1,D,gradeD_consensus,False,train
DESI-016.0676-18.7999,16.06762786,-18.79985641,storfer,1,D,gradeD_consensus,False,train
DESI-016.0771-63.4578,16.07711785,-63.45783149,storfer,1,D,gradeD_consensus,False,train
DESI-016.0953-30.8243,16.09530973,-30.8243098,storfer,1,D,gradeD_consensus,False,train
DESI-016.1865+18.3100,16.18646389,18.30999245,storfer,1,D,gradeD_consensus,False,train
DESI-016.2747-36.6016,16.27472541,-36.60164718,storfer,1,D,gradeD_consensus,False,train
DESI-016.2938-63.2514,16.29377513,-63.25144125,storfer,1,D,gradeD_consensus,False,train
DESI-016.4600-45.4276,16.45997789,-45.42757855,storfer,1,D,gradeD_consensus,True,
DESI-016.5137-30.0976,16.51365569,-30.09763884,storfer,1,D,gradeD_consensus,False,train
DESI-016.7597-06.2774,16.75972361,-6.277360485,storfer,1,D,gradeD_consensus,False,train
DESI-016.8814-23.3314,16.881372,-23.33135536,storfer,1,D,gradeD_consensus,False,train
DESI-016.9107-11.3089,16.91072263,-11.30894602,storfer,1,D,gradeD_consensus,False,train
DESI-016.9199-05.3919,16.91989782,-5.391892727,storfer,1,D,gradeD_consensus,False,train
DESI-016.9720-13.4038,16.97199384,-13.40379229,storfer,1,D,gradeD_consensus,False,train
DESI-017.1106-26.3391,17.11058337,-26.3391088,storfer,1,D,gradeD_consensus,False,train
DESI-017.2022-31.8765,17.20217791,-31.87651618,storfer,1,D,gradeD_consensus,False,train
DESI-017.2876-32.2945,17.28760878,-32.29447674,storfer,1,D,gradeD_consensus,False,train
DESI-017.3437-41.5380,17.34371662,-41.53803565,storfer,1,D,gradeD_consensus,False,train
DESI-017.3501-25.1509,17.35010698,-25.15085028,storfer,1,D,gradeD_consensus,False,valsel
DESI-017.3663-27.2008,17.36633261,-27.20077997,storfer,1,D,gradeD_consensus,True,
DESI-017.3999-31.1600,17.3999497,-31.16003553,storfer,1,D,gradeD_consensus,False,valsel
DESI-017.4028-45.6511,17.40281289,-45.65105324,storfer,1,D,gradeD_consensus,False,train
DESI-017.5296-12.4635,17.52960724,-12.4635358,storfer,1,D,gradeD_consensus,False,train
DESI-017.5449-36.3158,17.54487492,-36.3158459,storfer,1,D,gradeD_consensus,True,
DESI-017.5840-28.1769,17.58404865,-28.17687377,storfer,1,D,gradeD_consensus,False,train
DESI-017.7109-13.7588,17.71085491,-13.75875017,storfer,1,D,gradeD_consensus,False,train
DESI-017.7162+03.8185,17.71624688,3.818451938,storfer,1,D,gradeD_consensus,False,train
DESI-017.7394-44.9097,17.73943594,-44.90972708,storfer,1,D,gradeD_consensus,False,train
DESI-017.7671-20.1489,17.76707747,-20.1489399,storfer,1,D,gradeD_consensus,False,train
DESI-017.8025+02.4024,17.80245432,2.402404039,storfer,1,D,gradeD_consensus,False,train
DESI-017.8794-50.6199,17.87935403,-50.61989915,storfer,1,D,gradeD_consensus,False,train
DESI-017.8890-24.9026,17.88903351,-24.90264805,storfer,1,D,gradeD_consensus,False,train
DESI-017.9955-39.1283,17.995528,-39.12830978,storfer,1,D,gradeD_consensus,False,train
DESI-018.2105-38.2671,18.21053003,-38.26714329,storfer,1,D,gradeD_consensus,False,train
DESI-018.2476-55.7226,18.24763617,-55.72260123,storfer,1,D,gradeD_consensus,False,valsel
DESI-018.2577-02.3353,18.25770795,-2.335347996,storfer,1,D,gradeD_consensus,True,
DESI-018.3214+12.9617,18.32143,12.9617448,storfer,1,D,gradeD_consensus,False,train
DESI-018.3466-35.3057,18.34663852,-35.30570427,storfer,1,D,gradeD_consensus,False,train
DESI-018.4469-26.5362,18.44690344,-26.53619147,storfer,1,D,gradeD_consensus,False,train
DESI-018.5183+04.1699,18.51832935,4.169902988,storfer,1,D,gradeD_consensus,False,train
DESI-018.5613-53.0656,18.56127484,-53.06555723,storfer,1,D,gradeD_consensus,False,train
DESI-018.5644-30.9410,18.56440755,-30.94095453,storfer,1,D,gradeD_consensus,False,train
DESI-018.6933+02.7088,18.69328088,2.708840523,storfer,1,D,gradeD_consensus,False,train
DESI-018.7702-04.5378,18.77017367,-4.537779176,storfer,1,D,gradeD_consensus,False,train
DESI-018.9128-13.9196,18.91281692,-13.91963609,storfer,1,D,gradeD_consensus,False,train
DESI-018.9209-13.9644,18.92092465,-13.96435673,storfer,1,D,gradeD_consensus,False,train
DESI-018.9376-14.5241,18.93757784,-14.52412542,storfer,1,D,gradeD_consensus,False,train
DESI-019.0068-13.0607,19.00680128,-13.06065109,storfer,1,D,gradeD_consensus,False,train
DESI-019.0089-35.8626,19.00894577,-35.86255446,storfer,1,D,gradeD_consensus,False,train
DESI-019.1557-50.7749,19.15569954,-50.77491078,storfer,1,D,gradeD_consensus,False,train
DESI-019.2321-13.5505,19.23214186,-13.55052076,storfer,1,D,gradeD_consensus,False,train
DESI-019.4092-37.9744,19.4092185,-37.97435212,storfer,1,D,gradeD_consensus,False,valsel
DESI-019.4861-18.3209,19.48606015,-18.32094255,storfer,1,D,gradeD_consensus,False,train
DESI-019.7110-19.2776,19.71102839,-19.2776008,storfer,1,D,gradeD_consensus,True,
DESI-019.7482-25.4660,19.74819342,-25.46601155,storfer,1,D,gradeD_consensus,False,train
DESI-019.7556+03.6403,19.75557013,3.640340221,storfer,1,D,gradeD_consensus,False,train
DESI-019.8202-48.7531,19.82024874,-48.75309821,storfer,1,D,gradeD_consensus,False,train
DESI-019.8482-34.5420,19.84816319,-34.54200418,storfer,1,D,gradeD_consensus,False,train
DESI-019.9648+16.5532,19.9648132,16.55316725,storfer,1,D,gradeD_consensus,False,gate
DESI-019.9662-44.5366,19.96621289,-44.5366065,storfer,1,D,gradeD_consensus,False,train
DESI-020.0574-62.0774,20.05738306,-62.07738892,storfer,1,D,gradeD_consensus,False,train
DESI-020.1279-51.1633,20.12787371,-51.16332828,storfer,1,D,gradeD_consensus,False,train
DESI-020.3835-21.3379,20.38349586,-21.33794699,storfer,1,D,gradeD_consensus,False,train
DESI-020.6660+04.6887,20.66604166,4.688721615,storfer,1,D,gradeD_consensus,False,train
DESI-020.6849-09.0396,20.68485053,-9.039589909,storfer,1,D,gradeD_consensus,False,train
DESI-020.7923-56.5632,20.79228534,-56.563177,storfer,1,D,gradeD_consensus,False,train
DESI-020.8438-56.7819,20.84378085,-56.78188379,storfer,1,D,gradeD_consensus,False,train
DESI-020.9613-16.4222,20.96131228,-16.42218824,storfer,1,D,gradeD_consensus,False,train
DESI-021.0804+03.1750,21.0804193,3.175029225,storfer,1,D,gradeD_consensus,False,train
DESI-021.4614-09.1730,21.46140106,-9.173044074,storfer,1,D,gradeD_consensus,False,train
DESI-021.4760-47.0177,21.4760191,-47.01767389,storfer,1,D,gradeD_consensus,False,valsel
DESI-021.5724-10.5506,21.57240945,-10.55060315,storfer,1,D,gradeD_consensus,False,valsel
DESI-021.6009-14.8989,21.60087693,-14.89886699,storfer,1,D,gradeD_consensus,False,train
DESI-021.6131-34.0446,21.61314172,-34.0445612,storfer,1,D,gradeD_consensus,False,train
DESI-021.6246-13.8305,21.6245795,-13.83045621,storfer,1,D,gradeD_consensus,False,train
DESI-021.6574-48.6629,21.6573591,-48.66287941,storfer,1,D,gradeD_consensus,False,train
DESI-021.8444+29.6257,21.84441586,29.62570746,storfer,1,D,gradeD_consensus,False,train
DESI-021.8617+15.3387,21.86171824,15.33874941,storfer,1,D,gradeD_consensus,False,train
DESI-021.9292+02.7035,21.92923131,2.703521621,storfer,1,D,gradeD_consensus,False,train
DESI-021.9394-04.1803,21.93943734,-4.180275922,storfer,1,D,gradeD_consensus,False,train
DESI-022.0247-50.5881,22.02469624,-50.58808261,storfer,1,D,gradeD_consensus,False,valsel
DESI-022.2076-27.7769,22.20762192,-27.77694324,storfer,1,D,gradeD_consensus,False,train
DESI-022.2320-61.4007,22.23204348,-61.40068693,storfer,1,D,gradeD_consensus,True,
DESI-022.2886-30.1994,22.28856851,-30.19940179,storfer,1,D,gradeD_consensus,False,valsel
DESI-022.3476+32.1577,22.3476289,32.15765221,storfer,1,D,gradeD_consensus,False,train
DESI-022.4405-33.0627,22.44047678,-33.06273249,storfer,1,D,gradeD_consensus,False,train
DESI-022.4501-61.0971,22.45005717,-61.09710195,storfer,1,D,gradeD_consensus,False,train
DESI-022.5009-29.2679,22.50088066,-29.26789667,storfer,1,D,gradeD_consensus,False,train
DESI-022.6049+03.0996,22.60492947,3.099618767,storfer,1,D,gradeD_consensus,False,valsel
DESI-022.6283+21.6883,22.62825501,21.68827252,storfer,1,D,gradeD_consensus,False,train
DESI-022.6891-58.3607,22.68913963,-58.36066804,storfer,1,D,gradeD_consensus,False,train
DESI-022.7580-20.9501,22.7580347,-20.95007812,storfer,1,D,gradeD_consensus,False,train
DESI-022.8662-22.0674,22.86618743,-22.06740922,storfer,1,D,gradeD_consensus,False,gate
DESI-022.8741-54.7363,22.87414204,-54.73625527,storfer,1,D,gradeD_consensus,False,train
DESI-022.8796-26.4229,22.87961806,-26.4229202,storfer,1,D,gradeD_consensus,False,train
DESI-022.8985-33.9120,22.89851163,-33.91195227,storfer,1,D,gradeD_consensus,False,train
DESI-023.0282-53.3980,23.02816101,-53.3980397,storfer,1,D,gradeD_consensus,False,train
DESI-023.1825+09.7808,23.18246011,9.780802617,storfer,1,D,gradeD_consensus,False,train
DESI-023.2424-12.9596,23.24242946,-12.95963002,storfer,1,D,gradeD_consensus,False,train
DESI-023.2590+01.6967,23.25900942,1.696675444,storfer,1,D,gradeD_consensus,False,train
DESI-023.3102-42.0112,23.31015339,-42.01124232,storfer,1,D,gradeD_consensus,False,train
DESI-023.3726-41.8503,23.37255992,-41.8503117,storfer,1,D,gradeD_consensus,False,train
DESI-023.3785-01.7344,23.37845413,-1.734386925,storfer,1,D,gradeD_consensus,True,
DESI-023.4632-34.0005,23.46317622,-34.00051466,storfer,1,D,gradeD_consensus,False,valsel
DESI-023.5678-47.1042,23.5677769,-47.10421991,storfer,1,D,gradeD_consensus,False,train
DESI-023.5853-28.4134,23.58533881,-28.41344737,storfer,1,D,gradeD_consensus,False,train
DESI-023.6411-20.2218,23.64112925,-20.22181121,storfer,1,D,gradeD_consensus,False,train
DESI-023.7053+00.8657,23.70528688,0.8656895198,storfer,1,D,gradeD_consensus,False,train
DESI-023.7070-16.7912,23.70699812,-16.79120018,storfer,1,D,gradeD_consensus,True,
DESI-023.7277-46.0313,23.7276901,-46.03128899,storfer,1,D,gradeD_consensus,True,
DESI-023.7473-42.1888,23.74727543,-42.18881427,storfer,1,D,gradeD_consensus,False,train
DESI-023.7567-54.9038,23.75666914,-54.90383341,storfer,1,D,gradeD_consensus,False,train
DESI-023.7745+01.3199,23.7745032,1.319863878,storfer,1,D,gradeD_consensus,False,valsel
DESI-023.9196-10.7978,23.91958887,-10.7978121,storfer,1,D,gradeD_consensus,False,train
DESI-024.0902-01.0909,24.09024011,-1.090868377,storfer,1,D,gradeD_consensus,False,train
DESI-024.1861+08.2362,24.18609915,8.236247305,storfer,1,D,gradeD_consensus,False,train
DESI-024.2844-20.9250,24.28444054,-20.9250129,storfer,1,D,gradeD_consensus,False,train
DESI-024.3870-34.0267,24.38700306,-34.02671224,storfer,1,D,gradeD_consensus,False,valsel
DESI-024.4305-51.2383,24.43049535,-51.23828906,storfer,1,D,gradeD_consensus,False,train
DESI-024.4954-60.1630,24.49542802,-60.16299195,storfer,1,D,gradeD_consensus,False,train
DESI-024.5896+01.3553,24.58958676,1.355276967,storfer,1,D,gradeD_consensus,False,train
DESI-024.5926+21.6968,24.59262336,21.69676665,storfer,1,D,gradeD_consensus,False,train
DESI-024.7599-00.2171,24.75991277,-0.2170566395,storfer,1,D,gradeD_consensus,False,train
DESI-024.7915+30.2118,24.79147058,30.21182485,storfer,1,D,gradeD_consensus,False,train
DESI-024.8875-58.0694,24.88748715,-58.069388,storfer,1,D,gradeD_consensus,False,train
DESI-024.8979-37.8033,24.89794578,-37.80334256,storfer,1,D,gradeD_consensus,True,
DESI-024.9567-61.9933,24.95671331,-61.99331268,storfer,1,D,gradeD_consensus,False,train
DESI-025.0184-18.8393,25.01841582,-18.83929857,storfer,1,D,gradeD_consensus,False,train
DESI-025.0252-23.8351,25.0252368,-23.8351272,storfer,1,D,gradeD_consensus,False,train
DESI-025.0339-48.3669,25.03388346,-48.36689178,storfer,1,D,gradeD_consensus,False,train
DESI-025.0790-13.2424,25.07903977,-13.24241964,storfer,1,D,gradeD_consensus,False,train
DESI-025.1413-50.5925,25.14130328,-50.59249138,storfer,1,D,gradeD_consensus,False,train
DESI-025.1837+12.8108,25.18370122,12.81084304,storfer,1,D,gradeD_consensus,False,train
DESI-025.2172-30.7089,25.21724611,-30.7089089,storfer,1,D,gradeD_consensus,False,train
DESI-025.2558-11.2666,25.2557679,-11.26664529,storfer,1,D,gradeD_consensus,False,train
DESI-025.2646-30.7516,25.26457583,-30.75162179,storfer,1,D,gradeD_consensus,False,train
DESI-025.4294-06.6693,25.42936134,-6.669306767,storfer,1,D,gradeD_consensus,False,train
DESI-025.5376-03.2284,25.53760738,-3.22844564,storfer,1,D,gradeD_consensus,False,train
DESI-025.7699-24.5312,25.76986344,-24.53124026,storfer,1,D,gradeD_consensus,False,train
DESI-025.7979-62.6031,25.79788408,-62.60308145,storfer,1,D,gradeD_consensus,False,train
DESI-025.8103-43.6132,25.81029376,-43.61316171,storfer,1,D,gradeD_consensus,False,valsel
DESI-025.8178-63.6227,25.81779459,-63.62273733,storfer,1,D,gradeD_consensus,False,train
DESI-025.8517-46.8676,25.85173645,-46.86761394,storfer,1,D,gradeD_consensus,True,
DESI-025.8576-24.9508,25.85764381,-24.95077409,storfer,1,D,gradeD_consensus,False,train
DESI-025.9401-44.3155,25.94006093,-44.31553053,storfer,1,D,gradeD_consensus,False,train
DESI-025.9669-52.4588,25.96693864,-52.4587859,storfer,1,D,gradeD_consensus,False,train
DESI-026.0386-14.5170,26.03856877,-14.51704463,storfer,1,D,gradeD_consensus,False,train
DESI-026.1060-39.0941,26.10599122,-39.09407624,storfer,1,D,gradeD_consensus,False,train
DESI-026.1323-31.2150,26.13225577,-31.21499867,storfer,1,D,gradeD_consensus,False,train
DESI-026.1325+04.0773,26.13251014,4.077303596,storfer,1,D,gradeD_consensus,False,train
DESI-026.1436-39.6066,26.14357468,-39.60658038,storfer,1,D,gradeD_consensus,False,train
DESI-026.2432-07.8091,26.243213,-7.809132204,storfer,1,D,gradeD_consensus,False,train
DESI-026.3102-62.7133,26.31017807,-62.71326326,storfer,1,D,gradeD_consensus,False,train
DESI-026.3556-38.9697,26.3556017,-38.96973197,storfer,1,D,gradeD_consensus,False,train
DESI-026.4061-18.9277,26.40608739,-18.92773252,storfer,1,D,gradeD_consensus,False,train
DESI-026.5031-46.7977,26.50306291,-46.79771974,storfer,1,D,gradeD_consensus,False,train
DESI-026.6464-22.0237,26.64639079,-22.02369343,storfer,1,D,gradeD_consensus,False,train
DESI-026.8405-08.3651,26.84050167,-8.365139443,storfer,1,D,gradeD_consensus,False,valsel
DESI-026.9046-16.1791,26.90460619,-16.17914215,storfer,1,D,gradeD_consensus,True,
DESI-026.9327-17.4894,26.93271003,-17.48941846,storfer,1,D,gradeD_consensus,False,train
DESI-027.1316-05.8231,27.13155401,-5.823097506,storfer,1,D,gradeD_consensus,False,valsel
DESI-027.1507-63.7876,27.15065237,-63.78760359,storfer,1,D,gradeD_consensus,False,valsel
DESI-027.2270-39.1758,27.22697304,-39.17584626,storfer,1,D,gradeD_consensus,False,train
DESI-027.4074+03.4894,27.40738787,3.489371434,storfer,1,D,gradeD_consensus,False,train
DESI-027.5259-05.4439,27.52588876,-5.44386129,storfer,1,D,gradeD_consensus,True,
DESI-027.5483-16.8278,27.54834908,-16.82780892,storfer,1,D,gradeD_consensus,False,train
DESI-027.5987-31.7110,27.59865616,-31.71096001,storfer,1,D,gradeD_consensus,True,
DESI-027.6353-26.5701,27.63530703,-26.57010295,storfer,1,D,gradeD_consensus,False,train
DESI-027.7539-39.8247,27.75390259,-39.82472736,storfer,1,D,gradeD_consensus,False,train
DESI-027.8018-57.4505,27.80178522,-57.45049364,storfer,1,D,gradeD_consensus,True,
DESI-027.8170-29.0068,27.81695189,-29.00675845,storfer,1,D,gradeD_consensus,False,train
DESI-027.9514-46.3471,27.95137564,-46.34707879,storfer,1,D,gradeD_consensus,False,train
DESI-028.0567-48.9876,28.05665981,-48.98762969,storfer,1,D,gradeD_consensus,False,train
DESI-028.0658-10.4599,28.06575091,-10.4598846,storfer,1,D,gradeD_consensus,False,train
DESI-028.2797-31.2287,28.27968745,-31.22867399,storfer,1,D,gradeD_consensus,False,train
DESI-028.3927+01.6365,28.39269476,1.636464127,storfer,1,D,gradeD_consensus,False,valsel
DESI-028.4778-33.8289,28.47778792,-33.82891959,storfer,1,D,gradeD_consensus,False,train
DESI-028.6710-44.4436,28.67096503,-44.44361074,storfer,1,D,gradeD_consensus,False,train
DESI-028.9245-40.6136,28.92453538,-40.61360013,storfer,1,D,gradeD_consensus,False,train
DESI-028.9281-10.7143,28.92805396,-10.71433166,storfer,1,D,gradeD_consensus,False,train
DESI-029.0109+01.2832,29.01089726,1.283211627,storfer,1,D,gradeD_consensus,False,train
DESI-029.0778-33.0508,29.07784859,-33.0507531,storfer,1,D,gradeD_consensus,False,train
DESI-029.1210-13.0040,29.12099224,-13.00398767,storfer,1,D,gradeD_consensus,False,train
DESI-029.1991-37.0292,29.19907691,-37.02919159,storfer,1,D,gradeD_consensus,False,train
DESI-029.2189-01.6962,29.21886993,-1.696249059,storfer,1,D,gradeD_consensus,False,valsel
DESI-029.3003-38.3583,29.30029887,-38.35833662,storfer,1,D,gradeD_consensus,False,train
DESI-029.3126-22.1691,29.31256666,-22.16906008,storfer,1,D,gradeD_consensus,False,valsel
DESI-029.3739-14.5937,29.37390061,-14.59370553,storfer,1,D,gradeD_consensus,False,train
DESI-029.5236-33.2153,29.52362459,-33.21534564,storfer,1,D,gradeD_consensus,False,train
DESI-029.6544+20.0641,29.65436641,20.06410776,storfer,1,D,gradeD_consensus,False,train
DESI-029.6679-25.7194,29.66789018,-25.71939546,storfer,1,D,gradeD_consensus,False,train
DESI-029.6736-44.4179,29.67360491,-44.41787315,storfer,1,D,gradeD_consensus,False,train
DESI-029.7277-49.8677,29.727714,-49.86773069,storfer,1,D,gradeD_consensus,True,
DESI-029.8075-05.4175,29.80745898,-5.417499,storfer,1,D,gradeD_consensus,False,train
DESI-029.8397+17.6511,29.83972476,17.65114343,storfer,1,D,gradeD_consensus,False,valsel
DESI-029.8740-34.8119,29.87397137,-34.8119476,storfer,1,D,gradeD_consensus,False,train
DESI-029.9943-43.6123,29.99434117,-43.61228929,storfer,1,D,gradeD_consensus,True,
DESI-030.0337-28.6036,30.03370169,-28.60360332,storfer,1,D,gradeD_consensus,True,
DESI-030.0341-61.3190,30.03412278,-61.31900527,storfer,1,D,gradeD_consensus,False,train
DESI-030.0493-21.7837,30.04929433,-21.78372091,storfer,1,D,gradeD_consensus,False,train
DESI-030.1259-51.1780,30.12588777,-51.17798077,storfer,1,D,gradeD_consensus,False,train
DESI-030.1433-51.4527,30.14329521,-51.4526873,storfer,1,D,gradeD_consensus,False,train
DESI-030.1754-36.3284,30.17544915,-36.32840743,storfer,1,D,gradeD_consensus,False,train
DESI-030.2453-26.6897,30.24528064,-26.68970392,storfer,1,D,gradeD_consensus,False,train
DESI-030.3565-42.6090,30.35654511,-42.60900527,storfer,1,D,gradeD_consensus,False,train
DESI-030.4878-21.4652,30.48783986,-21.46522915,storfer,1,D,gradeD_consensus,False,train
DESI-030.5708-03.9517,30.57080882,-3.951686065,storfer,1,D,gradeD_consensus,False,train
DESI-030.7024-29.7926,30.70235442,-29.79261999,storfer,1,D,gradeD_consensus,False,train
DESI-030.7712+13.6471,30.77118226,13.64706709,storfer,1,D,gradeD_consensus,False,train
DESI-030.7725-27.7327,30.77254705,-27.73270139,storfer,1,D,gradeD_consensus,True,
DESI-030.7760+00.0789,30.77600044,0.0789062154,storfer,1,D,gradeD_consensus,False,train
DESI-030.7802-42.6243,30.78024678,-42.62427248,storfer,1,D,gradeD_consensus,False,train
DESI-030.8177-37.5250,30.81765252,-37.52503487,storfer,1,D,gradeD_consensus,True,
DESI-030.8724-34.3971,30.87241938,-34.39714769,storfer,1,D,gradeD_consensus,False,train
DESI-030.9364-03.4481,30.93644019,-3.448097647,storfer,1,D,gradeD_consensus,False,valsel
DESI-030.9476-11.2003,30.94755719,-11.20030016,storfer,1,D,gradeD_consensus,False,train
DESI-030.9999-11.8531,30.99987651,-11.85310263,storfer,1,D,gradeD_consensus,False,train
DESI-031.0632-11.1781,31.06319038,-11.17805249,storfer,1,D,gradeD_consensus,False,train
DESI-031.1418-30.1684,31.14176733,-30.16839526,storfer,1,D,gradeD_consensus,False,train
DESI-031.1627-33.8396,31.1627141,-33.83959361,storfer,1,D,gradeD_consensus,False,train
DESI-031.1729-18.9685,31.17291566,-18.96849317,storfer,1,D,gradeD_consensus,False,train
DESI-031.1737-65.1041,31.17367287,-65.10408954,storfer,1,D,gradeD_consensus,False,train
DESI-031.2074-03.0614,31.20744222,-3.061377546,storfer,1,D,gradeD_consensus,False,train
DESI-031.2512-36.9305,31.25119597,-36.93050074,storfer,1,D,gradeD_consensus,False,valsel
DESI-031.3265-27.6288,31.32654069,-27.62875258,storfer,1,D,gradeD_consensus,False,train
DESI-031.4869-02.1430,31.48689878,-2.142975063,storfer,1,D,gradeD_consensus,False,train
DESI-031.5562-01.2382,31.5561519,-1.238239075,storfer,1,D,gradeD_consensus,False,train
DESI-031.6685+03.0688,31.66851786,3.068761897,storfer,1,D,gradeD_consensus,False,train
DESI-031.7000-06.9460,31.70000957,-6.946004437,storfer,1,D,gradeD_consensus,True,
DESI-031.7531-13.2334,31.75311552,-13.23336832,storfer,1,D,gradeD_consensus,False,train
DESI-031.7788+21.2563,31.77875195,21.25631153,storfer,1,D,gradeD_consensus,False,train
DESI-031.9399-08.3299,31.93993085,-8.329928653,storfer,1,D,gradeD_consensus,True,
DESI-031.9528-14.0229,31.95283279,-14.02292057,storfer,1,D,gradeD_consensus,False,train
DESI-031.9783-30.7936,31.97830641,-30.79364576,storfer,1,D,gradeD_consensus,False,train
DESI-032.0125-12.5062,32.01252707,-12.50623819,storfer,1,D,gradeD_consensus,False,train
DESI-032.0924+01.2336,32.09236218,1.233610353,storfer,1,D,gradeD_consensus,False,train
DESI-032.1001-43.0635,32.10013665,-43.06351491,storfer,1,D,gradeD_consensus,False,valsel
DESI-032.2354-45.5322,32.23536257,-45.53224743,storfer,1,D,gradeD_consensus,False,valsel
DESI-032.2590+22.4798,32.25901737,22.47975111,storfer,1,D,gradeD_consensus,False,train
DESI-032.2991-42.5196,32.29909382,-42.5195938,storfer,1,D,gradeD_consensus,False,train
DESI-032.4821-41.8864,32.48208357,-41.88638232,storfer,1,D,gradeD_consensus,False,valsel
DESI-032.5001-19.8266,32.50014156,-19.82658806,storfer,1,D,gradeD_consensus,True,
DESI-032.5038-44.9585,32.50377101,-44.95852528,storfer,1,D,gradeD_consensus,False,train
DESI-032.5522-47.3319,32.55224763,-47.33187682,storfer,1,D,gradeD_consensus,False,train
DESI-032.7582-03.1873,32.75817711,-3.187299168,storfer,1,D,gradeD_consensus,False,train
DESI-032.7889-20.5203,32.7888824,-20.5202949,storfer,1,D,gradeD_consensus,False,valsel
DESI-032.8042+01.6271,32.80422617,1.627057075,storfer,1,D,gradeD_consensus,False,train
DESI-032.8400-13.0492,32.8400158,-13.04918339,storfer,1,D,gradeD_consensus,False,train
DESI-032.8589-12.0996,32.85886303,-12.09956237,storfer,1,D,gradeD_consensus,False,train
DESI-032.8718-35.2976,32.87183549,-35.29756579,storfer,1,D,gradeD_consensus,False,train
DESI-032.9126-51.5593,32.91264201,-51.55933324,storfer,1,D,gradeD_consensus,False,train
DESI-032.9894-50.5534,32.98943192,-50.55340038,storfer,1,D,gradeD_consensus,False,train
DESI-032.9976-59.9403,32.9976372,-59.94028065,storfer,1,D,gradeD_consensus,False,train
DESI-033.0719-36.6849,33.07193959,-36.68492961,storfer,1,D,gradeD_consensus,False,train
DESI-033.1165-28.7167,33.11646808,-28.71665201,storfer,1,D,gradeD_consensus,False,train
DESI-033.1203-46.9488,33.12028781,-46.94884896,storfer,1,D,gradeD_consensus,False,train
DESI-033.3148-39.6709,33.31475202,-39.67087019,storfer,1,D,gradeD_consensus,False,valsel
DESI-033.3709-37.1084,33.37089107,-37.10837551,storfer,1,D,gradeD_consensus,False,gate
DESI-033.3746-43.6955,33.37464989,-43.69554685,storfer,1,D,gradeD_consensus,False,valsel
DESI-033.4141-42.7779,33.41409462,-42.77792922,storfer,1,D,gradeD_consensus,False,train
DESI-033.4978-21.2827,33.49784386,-21.28271918,storfer,1,D,gradeD_consensus,False,train
DESI-033.7197-12.5104,33.71969053,-12.51036634,storfer,1,D,gradeD_consensus,False,train
DESI-033.7333-43.1974,33.73330593,-43.1973691,storfer,1,D,gradeD_consensus,True,
DESI-034.0383-29.5975,34.03825694,-29.59750416,storfer,1,D,gradeD_consensus,False,train
DESI-034.0411-17.3858,34.04113726,-17.38575153,storfer,1,D,gradeD_consensus,False,train
DESI-034.1939-14.5913,34.19392312,-14.59133644,storfer,1,D,gradeD_consensus,False,train
DESI-034.2213+28.2284,34.22127549,28.22835422,storfer,1,D,gradeD_consensus,False,train
DESI-034.2553-15.6902,34.25525984,-15.69017546,storfer,1,D,gradeD_consensus,False,train
DESI-034.3412-40.7556,34.34122924,-40.75562658,storfer,1,D,gradeD_consensus,False,train
DESI-034.4122-19.4209,34.41216355,-19.42090978,storfer,1,D,gradeD_consensus,False,train
