campaign,name,ra_deg,dec_deg,outcome,detail,candidate_provenance,source_ref
euclid_q1_nisp,102019124_NEG572893989502570421,57.28939899045425,-50.25704215991417,confirmed_lens,"z_src=2.712 (v6d posterior MAP, 68%CI_w=1.14, FoF-Silver); z_def=0.566 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.160 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.875; P(z_src>z_def)=0.77",grade=B;expert_score=1.951;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020056_NEG573379534495223440,57.337953416835866,-49.52234409795684,confirmed_lens,"z_src=1.780 (v6d posterior MAP, 68%CI_w=1.25, FoF-Gold); z_def=0.841 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.126 (CaII-triplet posterior, 68%CI_w=0.01, FoF-Platinum); z_def_grizli=0.500; P(z_src>z_def)=0.81",grade=B;expert_score=1.565;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021492_NEG575201344482287786,57.52013446409377,-48.228778611310375,inconclusive,"z_def=0.868 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.310;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020530_NEG575336420489680805,57.53364206673457,-48.96808058090636,confirmed_lens,"z_src=2.316 (v6d posterior MAP, 68%CI_w=0.72, FoF-Silver); z_def=0.500 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.254 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.580; P(z_src>z_def)=0.77",grade=B;expert_score=1.752;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102018665_NEG575758716509311713,57.57587163373043,-50.93117135678407,confirmed_lens,"z_src=1.680 (v6d posterior MAP, 68%CI_w=1.20, FoF-Gold); z_def=0.738 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.084 (CaII-triplet posterior, 68%CI_w=0.49, FoF-Platinum); z_def_grizli=0.535; P(z_src>z_def)=0.85",grade=B;expert_score=1.835;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021980_NEG576667803474825283,57.66678036613653,-47.48252837001076,confirmed_lens,"z_src=2.656 (v6d posterior MAP, 68%CI_w=0.94, FoF-Platinum); z_def=0.249 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.402 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.540; P(z_src>z_def)=1.00",grade=A;expert_score=2.681;votes=11,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102018665_NEG576731213511114485,57.673121347036805,-51.11144854158032,confirmed_lens,"z_src=1.770 (v6d posterior MAP, 68%CI_w=1.23, FoF-Gold); z_def=0.584 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.762 (CaII-triplet posterior, 68%CI_w=0.62, FoF-Gold); z_def_grizli=0.380; P(z_src>z_def)=0.96",grade=B;expert_score=1.600;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021009_NEG577024787484062221,57.70247875982041,-48.40622214909423,confirmed_lens,"z_src=2.626 (v6d posterior MAP, 68%CI_w=1.93, FoF-Bronze); z_def=0.758 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.278 (CaII-triplet posterior, 68%CI_w=0.80, FoF-Silver); z_def_grizli=0.460; P(z_src>z_def)=0.98",grade=A;expert_score=2.506;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021980_NEG577646036477033395,57.76460363684858,-47.703339537723664,inconclusive,"z_def=0.838 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.096;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021492_NEG579460447477747720,57.94604475103274,-47.77477209107829,confirmed_lens,"z_src=1.166 (v6d posterior MAP, 68%CI_w=1.79, FoF-Silver); z_def=0.355 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.282 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.530; P(z_src>z_def)=0.98",grade=B;expert_score=1.793;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020531_NEG579471354491627648,57.9471354749442,-49.16276485789378,confirmed_lens,"z_src=1.854 (v6d posterior MAP, 68%CI_w=0.54, FoF-Gold); z_def=0.286 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.266 (CaII-triplet posterior, 68%CI_w=0.92, FoF-Bronze); z_def_grizli=0.450; P(z_src>z_def)=0.98",grade=A;expert_score=2.063;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019588_NEG579781735502176069,57.9781735251624,-50.21760698874812,inconclusive,"z_def=1.119 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=1.065",grade=A;expert_score=2.797;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102018666_NEG579859279508531437,57.9859279150053,-50.8531437640506,inconclusive,"z_def=0.513 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.549;votes=8,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021980_NEG580387113476956642,58.03871130646088,-47.695664261641575,inconclusive,"z_def=0.694 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.389;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021492_NEG580553783482399812,58.05537835500126,-48.2399812580102,inconclusive,"no spectral detection (n_det<2), no adopted z_def",grade=A;expert_score=2.483;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019588_NEG581189290502362418,58.11892905861379,-50.23624183385024,inconclusive,"z_src=1.004 (v6d posterior MAP, 68%CI_w=0.47, FoF-Gold); z_def_nisp_v6d=0.298 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.405; P(z_src>z_def)=1.00",grade=A;expert_score=2.618;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021010_NEG581199679484613010,58.119967906294704,-48.46130106505595,confirmed_lens,"z_src=0.914 (v6d posterior MAP, 68%CI_w=0.70, FoF-Gold); z_def=0.542 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.360 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Bronze); z_def_grizli=0.535; P(z_src>z_def)=1.00",grade=B;expert_score=1.842;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,DESJ0352-4928,58.2017,-49.4705,confirmed_lens,"z_src=1.592 (v6d posterior MAP, 68%CI_w=1.52, FoF-Gold); z_def=0.594 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.440 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.380; P(z_src>z_def)=0.91",grade=A;expert_score=2.786;votes=9; duplicate paper entry for 102020057_NEG582019329494705421 (paper lists this system twice),arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020057_NEG582019329494705421,58.20193296550151,-49.470542185359534,confirmed_lens,"z_src=2.878 (v6d posterior MAP, 68%CI_w=2.08, FoF-Bronze); z_def=0.594 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.330 (CaII-triplet posterior, 68%CI_w=0.84, FoF-Bronze); z_def_grizli=0.380; P(z_src>z_def)=1.00",grade=A;expert_score=2.786;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019125_NEG583028233504223644,58.30282338830154,-50.422364440621735,confirmed_lens,"z_src=2.686 (v6d posterior MAP, 68%CI_w=0.96, FoF-Platinum); z_def=0.520 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.338 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Bronze); z_def_grizli=0.605; P(z_src>z_def)=1.00",grade=A;expert_score=2.721;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021981_NEG583343318473770500,58.33433186316805,-47.37705009545618,inconclusive,"z_def=0.799 (adopted, Euclid PHZ MODE_1 photo-z)",grade=B;expert_score=1.721;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021493_NEG583380599480841946,58.33805998902349,-48.08419465949512,inconclusive,"z_def=0.472 (adopted, Euclid PHZ MODE_1 photo-z)",grade=B;expert_score=1.553;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021493_NEG584317889477816598,58.43178892264506,-47.781659836956656,confirmed_lens,"z_src=1.752 (v6d posterior MAP, 68%CI_w=0.51, FoF-Platinum); z_def=0.750 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.124 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.485; P(z_src>z_def)=1.00",grade=B;expert_score=1.501;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021493_NEG584908045481892408,58.49080454415064,-48.18924082046728,confirmed_lens,"z_src=2.280 (v6d posterior MAP, 68%CI_w=1.58, FoF-Gold); z_def=1.022 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.258 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.395; P(z_src>z_def)=0.98",grade=B;expert_score=1.596;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020532_NEG584961967491933103,58.49619670592336,-49.19331030851976,inconclusive,"z_src=2.394 (v6d posterior MAP, 68%CI_w=1.18, FoF-Gold); z_def_nisp_v6d=0.898 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.575; P(z_src>z_def)=0.86",grade=A;expert_score=2.127;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020532_NEG585131565488109327,58.51315652251934,-48.81093274345079,non_lens,"z_src=0.686 (v6d posterior MAP, 68%CI_w=1.33, FoF-Bronze); z_def=0.800 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.302 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.500; P(z_src>z_def)=0.46; fails paper physical-sanity check (z_src<=z_def MAP): same-z/projected/misID per paper Sec. FoF tiers",grade=B;expert_score=1.510;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019125_NEG586359480506090347,58.635948080698455,-50.6090347691809,confirmed_lens,"z_src=1.380 (v6d posterior MAP, 68%CI_w=0.85, FoF-Silver); z_def=0.589 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.050 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.500; P(z_src>z_def)=0.76",grade=B;expert_score=1.861;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021493_NEG586398445479765591,58.6398445644672,-47.97655913222404,confirmed_lens,"z_src=2.962 (v6d posterior MAP, 68%CI_w=1.24, FoF-Gold); z_def=0.729 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.062 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.385; P(z_src>z_def)=0.88",grade=A;expert_score=2.704;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021981_NEG586493481476452509,58.64934816918978,-47.64525099288048,confirmed_lens,"z_src=2.230 (v6d posterior MAP, 68%CI_w=1.22, FoF-Silver); z_def=0.513 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.164 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.720; P(z_src>z_def)=0.79",grade=A;expert_score=2.401;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102018667_NEG587746535508057234,58.77465354947828,-50.80572343047943,inconclusive,"z_def=0.589 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.244;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021493_NEG587807121477852004,58.78071211885828,-47.78520044646224,confirmed_lens,"z_src=1.978 (v6d posterior MAP, 68%CI_w=0.17, FoF-Gold); z_def=0.392 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.328 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.630; P(z_src>z_def)=1.00",grade=A;expert_score=2.344;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020532_NEG589257492489565961,58.92574921328832,-48.95659616705754,confirmed_lens,"z_src=2.032 (v6d posterior MAP, 68%CI_w=1.25, FoF-Gold); z_def=0.371 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.374 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Silver); z_def_grizli=0.400; P(z_src>z_def)=0.99",grade=A;expert_score=2.911;votes=11,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019126_NEG589597149505340169,58.95971490317726,-50.534016951929694,confirmed_lens,"z_src=1.674 (v6d posterior MAP, 68%CI_w=1.39, FoF-Gold); z_def=0.899 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.258 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.875; P(z_src>z_def)=0.99",grade=B;expert_score=1.558;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019126_NEG589666030505609975,58.96660305543228,-50.56099752385071,confirmed_lens,"z_src=2.188 (v6d posterior MAP, 68%CI_w=1.19, FoF-Gold); z_def=0.395 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.674 (CaII-triplet posterior, 68%CI_w=0.62, FoF-Gold); z_def_grizli=0.660; P(z_src>z_def)=1.00",grade=B;expert_score=1.550;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102022474_NEG590266584471556814,59.02665840481892,-47.15568145118306,confirmed_lens,"z_src=1.964 (v6d posterior MAP, 68%CI_w=1.64, FoF-Silver); z_def=0.679 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.258 (CaII-triplet posterior, 68%CI_w=0.01, FoF-Platinum); z_def_grizli=0.390; P(z_src>z_def)=0.96",grade=A;expert_score=2.286;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021982_NEG590483847476549202,59.04838472769886,-47.65492024159551,confirmed_lens,"z_src=2.558 (v6d posterior MAP, 68%CI_w=0.33, FoF-Platinum); z_def=0.441 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.304 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Bronze); z_def_grizli=0.695; P(z_src>z_def)=1.00",grade=B;expert_score=1.618;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020059_NEG590814898493650143,59.08148989976037,-49.36501436418274,inconclusive,"no spectral detection (n_det<2), no adopted z_def",grade=B;expert_score=1.535;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020532_NEG592320863488461402,59.23208639600032,-48.84614020430707,inconclusive,"z_src=2.160 (v6d posterior MAP, 68%CI_w=0.86, FoF-Platinum); z_def_nisp_v6d=0.272 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Bronze); z_def_grizli=0.400; P(z_src>z_def)=0.99",grade=B;expert_score=1.818;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021982_NEG593574657477168830,59.35746571253708,-47.71688303229656,inconclusive,"z_def=0.777 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=0.945",grade=B;expert_score=1.595;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021982_NEG594322234473727139,59.43222341809382,-47.372713987877226,inconclusive,"z_def=0.906 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=0.475",grade=B;expert_score=1.787;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021982_NEG594333174476368664,59.43331745903771,-47.63686642414596,confirmed_lens,"z_src=2.688 (v6d posterior MAP, 68%CI_w=1.59, FoF-Gold); z_def=1.113 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.282 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.580; P(z_src>z_def)=0.98",grade=B;expert_score=1.725;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021012_NEG594963796484947260,59.49637969470766,-48.494726093546255,confirmed_lens,"z_src=1.510 (v6d posterior MAP, 68%CI_w=0.71, FoF-Gold); z_def=0.567 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.134 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.800; P(z_src>z_def)=1.00",grade=A;expert_score=2.551;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102018668_NEG595646727509469177,59.56467277951752,-50.94691775377698,confirmed_lens,"z_src=2.226 (v6d posterior MAP, 68%CI_w=1.11, FoF-Silver); z_def=0.562 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.226 (CaII-triplet posterior, 68%CI_w=0.78, FoF-Silver); P(z_src>z_def)=0.73",grade=A;expert_score=2.528;votes=11,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021012_NEG595807815483116843,59.58078150513329,-48.31168430485456,confirmed_lens,"z_src=1.800 (v6d posterior MAP, 68%CI_w=1.60, FoF-Silver); z_def=0.580 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.320 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.455; P(z_src>z_def)=0.98",grade=B;expert_score=1.503;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020059_NEG595972740496354540,59.597274098977714,-49.63545403109507,confirmed_lens,"z_src=1.678 (v6d posterior MAP, 68%CI_w=1.54, FoF-Gold); z_def=0.610 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.452 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.480; P(z_src>z_def)=0.97",grade=A;expert_score=2.533;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019127_NEG596525941504553950,59.65259418635493,-50.45539508343109,confirmed_lens,"z_src=0.774 (v6d posterior MAP, 68%CI_w=1.66, FoF-Silver); z_def=0.694 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.562 (CaII-triplet posterior, 68%CI_w=0.63, FoF-Gold); z_def_grizli=0.445; P(z_src>z_def)=0.89",grade=B;expert_score=1.544;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021495_NEG596705787481338553,59.67057874004436,-48.13385535539454,non_lens,"z_src=0.858 (v6d posterior MAP, 68%CI_w=1.27, FoF-Gold); z_def=0.861 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.306 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.460; P(z_src>z_def)=0.99; fails paper physical-sanity check (z_src<=z_def MAP): same-z/projected/misID per paper Sec. FoF tiers",grade=B;expert_score=1.810;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102022972_NEG597052478465695317,59.70524784467164,-46.56953177707104,confirmed_lens,"z_src=1.710 (v6d posterior MAP, 68%CI_w=1.59, FoF-Gold); z_def=0.481 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.440 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); P(z_src>z_def)=0.97",grade=A;expert_score=2.014;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021982_NEG597271535474325465,59.7271535701174,-47.43254656415838,inconclusive,"z_src=1.720 (v6d posterior MAP, 68%CI_w=1.77, FoF-Silver); z_def_nisp_v6d=0.268 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=1.060; P(z_src>z_def)=0.96",grade=B;expert_score=1.548;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019127_NEG598523367504401932,59.85233674701816,-50.44019327178667,confirmed_lens,"z_src=2.108 (v6d posterior MAP, 68%CI_w=0.92, FoF-Gold); z_def=0.369 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.390 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.845; P(z_src>z_def)=1.00",grade=A;expert_score=2.232;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019127_NEG600585702506652323,60.05857024580175,-50.665232340817234,confirmed_lens,"z_src=1.796 (v6d posterior MAP, 68%CI_w=1.25, FoF-Gold); z_def=0.599 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.370 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.440; P(z_src>z_def)=0.99",grade=B;expert_score=1.658;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020534_NEG600985388487893328,60.09853883829494,-48.78933287381373,confirmed_lens,"z_src=1.110 (v6d posterior MAP, 68%CI_w=1.59, FoF-Gold); z_def=0.732 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.366 (CaII-triplet posterior, 68%CI_w=0.84, FoF-Bronze); z_def_grizli=0.470; P(z_src>z_def)=0.94",grade=A;expert_score=2.132;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102019591_NEG601417531499600002,60.14175313788287,-49.96000027775544,inconclusive,"z_def=0.518 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=0.860",grade=B;expert_score=1.895;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021013_NEG602940269483238112,60.29402695508576,-48.32381123584299,confirmed_lens,"z_src=1.958 (v6d posterior MAP, 68%CI_w=1.13, FoF-Gold); z_def=0.596 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.260 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.715; P(z_src>z_def)=0.99",grade=B;expert_score=1.636;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021496_NEG603335199478099381,60.33351994539934,-47.80993814195615,inconclusive,"z_src=2.196 (v6d posterior MAP, 68%CI_w=1.54, FoF-Gold); z_def_nisp_v6d=0.346 (CaII-triplet posterior, 68%CI_w=0.05, FoF-Platinum); z_def_grizli=0.380; P(z_src>z_def)=0.97",grade=B;expert_score=1.927;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102020534_NEG604929086489066527,60.49290865450189,-48.9066527916342,confirmed_lens,"z_src=2.002 (v6d posterior MAP, 68%CI_w=1.50, FoF-Gold); z_def=0.608 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.298 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.470; P(z_src>z_def)=0.97",grade=B;expert_score=1.532;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021984_NEG605671540476154903,60.56715403848347,-47.615490394669344,confirmed_lens,"z_src=1.384 (v6d posterior MAP, 68%CI_w=1.76, FoF-Silver); z_def=0.664 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.542 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.410; P(z_src>z_def)=0.94",grade=B;expert_score=1.960;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102021013_NEG606090281487314103,60.60902818000293,-48.73141034503661,confirmed_lens,"z_src=2.364 (v6d posterior MAP, 68%CI_w=1.52, FoF-Gold); z_def=0.375 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.720 (CaII-triplet posterior, 68%CI_w=0.11, FoF-Platinum); z_def_grizli=0.580; P(z_src>z_def)=0.98",grade=B;expert_score=1.550;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
