campaign,name,ra_deg,dec_deg,outcome,detail,candidate_provenance,source_ref
hsc_desi_dr1,141105+002532,212.77400,0.42560,lens_z_only,"z_lens=1.07222+/-0.00012; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,141359-013336,213.49800,-1.56000,lens_z_only,"z_lens=1.09021+/-0.00011; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,141735+522646,214.39885,52.44613,lens_z_only,"z_lens=0.81011+/-0.00013; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in HOLISMOKES VIII (Shu et al. 2022, arXiv:2201.11135)",arXiv:2505.16158 Table 2
hsc_desi_dr1,141805+004435,214.52310,0.74310,lens_z_only,"z_lens=0.84814+/-0.00015; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142013+005925,215.05590,0.99040,lens_z_only,"z_lens=0.8235+/-0.0002; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142154+004841,215.47703,0.81156,lens_z_only,"z_lens=0.89750+/-0.00007; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142234-000225,215.64285,-0.04038,lens_z_only,"z_lens=1.04339+/-0.00009; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142336-004034,215.90399,-0.67631,lens_z_only,"z_lens=0.89922+/-0.00005; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142410-005317,216.04515,-0.88809,lens_z_only,"z_lens=0.88051+/-0.00012; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142602+010842,216.51222,1.14500,lens_z_only,"z_lens=0.94610+/-0.00012; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,142754+003944,216.97867,0.66240,lens_z_only,"z_lens=0.85354+/-0.00013; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,143832-002326,219.63530,-0.39070,lens_z_only,"z_lens=0.84821+/-0.00008; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,144320-012537,220.83630,-1.42695,lens_z_only,"z_lens=0.8895+/-0.0003; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IV (Chan et al. 2020, arXiv:1911.02587)",arXiv:2505.16158 Table 2
hsc_desi_dr1,144354-000731,220.97910,-0.12530,lens_z_only,"z_lens=0.80560+/-0.00007; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,144640-000350,221.66716,-0.06395,lens_z_only,"z_lens=0.86350+/-0.00008; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,HSC J1546+4337,236.52626,43.61835,lens_z_only,"z_lens=0.84233+/-0.00007; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in HOLISMOKES XVI (Schuldt et al. 2025, arXiv:2503.07733)",arXiv:2505.16158 Table 2
hsc_desi_dr1,155625+432413,239.10825,43.40368,lens_z_only,"z_lens=0.80564+/-0.00010; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in HOLISMOKES VIII (Shu et al. 2022, arXiv:2201.11135)",arXiv:2505.16158 Table 2
hsc_desi_dr1,155806+431702,239.52558,43.28396,lens_z_only,"z_lens=0.81260+/-0.00016; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,155920+423232,239.83650,42.54230,lens_z_only,"z_lens=0.85064+/-0.00008; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,HSC J1600+4345,240.22091,43.75760,lens_z_only,"z_lens=0.80501+/-0.00009; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in HOLISMOKES XIII (Schuldt et al. 2025, arXiv:2405.20383)",arXiv:2505.16158 Table 2
hsc_desi_dr1,161221+424908,243.09028,42.81916,lens_z_only,"z_lens=0.82192+/-0.00014; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in HOLISMOKES VI (Canameras et al. 2021, arXiv:2107.07829)",arXiv:2505.16158 Table 2
hsc_desi_dr1,220405+043454,331.02137,4.58194,lens_z_only,"z_lens=0.99176+/-0.00014; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 2
hsc_desi_dr1,221222-001811,333.09500,-0.30310,lens_z_only,"z_lens=0.91083+/-0.00019; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,221331+004836,333.38271,0.81004,lens_z_only,"z_lens=0.90764+/-0.00011; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in More et al. 2012 (CFHTLS/SL2S ARCS, arXiv:1109.1821)",arXiv:2505.16158 Table 2
hsc_desi_dr1,222041+004912,335.17254,0.82011,lens_z_only,"z_lens=0.83768+/-0.00011; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,222503-004006,336.26300,-0.66853,lens_z_only,"z_lens=0.81041+/-0.00008; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,223238-002533,338.16108,-0.42611,lens_z_only,"z_lens=1.04106+/-0.00017; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,223316-010409,338.32000,-1.06930,lens_z_only,"z_lens=0.88420+/-0.00014; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 2
hsc_desi_dr1,223324+012521,338.35267,1.42261,lens_z_only,"z_lens=0.86068+/-0.00011; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,223626-005400,339.10960,-0.90021,lens_z_only,"z_lens=0.82678+/-0.00013; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI VI (Sonnenfeld et al. 2020, arXiv:2004.00634)",arXiv:2505.16158 Table 2
hsc_desi_dr1,HSC J2256+0202,344.10558,2.03446,lens_z_only,"z_lens=0.82291+/-0.00011; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in HOLISMOKES VI (Canameras et al. 2021, arXiv:2107.07829)",arXiv:2505.16158 Table 2
hsc_desi_dr1,232346-003037,350.94190,-0.51050,lens_z_only,"z_lens=0.84724+/-0.00012; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in DES CNN search (Jacobs et al. 2019, arXiv:1905.10522)",arXiv:2505.16158 Table 2
hsc_desi_dr1,232943-000141,352.42923,-0.02826,lens_z_only,"z_lens=0.83464+/-0.00015; source redshift not measured; Category 2: z>0.8 lensing galaxy spectroscopically confirmed, lensing nature unconfirmed","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade B; discovered in SuGOHI X (Jaelani et al. 2024, arXiv:2312.07333)",arXiv:2505.16158 Table 2
hsc_desi_dr1,004738+032232,11.91232,3.37556,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.0864+/-0.0009; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,013827+031518,24.61357,3.25511,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.4057+/-0.0007; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,014152+003956,25.46863,0.66559,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.2062+/-0.0003; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,091151-004406,137.96487,-0.73508,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.37547+/-0.00015; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,092121+031744,140.34050,3.29560,lens_z_only,rare quasar-lens candidate: putative lensing galaxy hosts a quasar at z_lens=0.346027+/-0.000011; source redshift not measured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 3
hsc_desi_dr1,095406-002225,148.52904,-0.37368,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.25975+/-0.00019; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,121533-005842,183.88950,-0.97856,confirmed_lens,"confirmed lensed QSO: z_lens=0.45912+/-0.00008, z_source=2.8817+/-0.0003; DESI DR1 spectroscopy; Category 3 (counted among the 27 confirmed systems)","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade C; discovered in SuGOHI X (Jaelani et al. 2024, arXiv:2312.07333)",arXiv:2505.16158 Table 3
hsc_desi_dr1,122018+011253,185.07897,1.21497,confirmed_lens,"confirmed lensed QSO: z_lens=0.48755+/-0.00008, z_source=1.7081+/-0.0009; DESI DR1 spectroscopy; Category 3 (counted among the 27 confirmed systems)","HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in HOLISMOKES VIII (Shu et al. 2022, arXiv:2201.11135)",arXiv:2505.16158 Table 3
hsc_desi_dr1,130733+001122,196.88880,0.18966,inconclusive,lensed QSO candidate: both point sources are broad-line QSOs at z_source=2.66385+/-0.00014 (average) with strongly similar spectra; no lensing galaxy detected after point-source subtraction; lens redshift unmeasured,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade C; discovered in SuGOHI IX (Chan et al. 2024, arXiv:2304.05425)",arXiv:2505.16158 Table 3
hsc_desi_dr1,150112+422113,225.30070,42.35370,inconclusive,lensed QSO candidate: one point source confirmed as broad-line QSO at z_source=2.6621+/-0.0004; putative lensing galaxy visible after point-source subtraction but lens redshift unmeasured; lensing nature unconfirmed,"HSC-SSP strong-lens candidate compilation (SuGOHI webpage catalog), grade A; discovered in SuGOHI V (Jaelani et al. 2020, arXiv:2002.01611)",arXiv:2505.16158 Table 3
