session,workflow,role,file,killed,n_records,n_assistant,read,read_img,bash,write,websearch,webfetch,other_tools,in_tok,out_tok,cache_read,cache_create,wall_s,t0,t1,model
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a8c68da18a52b2a60.jsonl,0,51,32,0,0,2,0,1,12,1,5602,12498,630091,80120,830.938,2026-08-10T01:02:35.231000+00:00,2026-08-10T01:16:26.169000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a9a6957efb50ac38a.jsonl,0,132,80,0,0,29,0,5,14,1,848,17578,3343617,142711,868.49,2026-08-10T01:02:35.647000+00:00,2026-08-10T01:17:04.137000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a5a11bef3e71e0bfd.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.258,2026-08-10T01:17:20.126000+00:00,2026-08-10T01:17:20.384000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a36300d036ace44d5.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.271,2026-08-10T01:17:12.965000+00:00,2026-08-10T01:17:13.236000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a92672f523bfcf59c.jsonl,0,96,59,0,0,15,0,2,16,1,2518,12924,1762507,117880,745.652,2026-08-10T01:02:36.047000+00:00,2026-08-10T01:15:01.699000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a5ca4ffa561f04323.jsonl,0,84,50,1,0,15,0,3,10,1,1589,10406,1460308,130160,866.527,2026-08-10T01:02:35.470000+00:00,2026-08-10T01:17:01.997000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a79f23c1bed6c0bec.jsonl,0,75,45,0,0,9,0,2,15,1,3653,14021,1155201,92886,807.912,2026-08-10T01:02:35.636000+00:00,2026-08-10T01:16:03.548000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a1427aeea77c337e5.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.207,2026-08-10T01:17:03.574000+00:00,2026-08-10T01:17:03.781000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a56b60aaeb4f2fd29.jsonl,0,25,14,0,0,1,0,1,5,1,2618,1939,192623,22450,184.216,2026-08-10T01:12:08.280000+00:00,2026-08-10T01:15:12.496000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a2bd3d2d4231c031a.jsonl,0,15,8,0,0,1,0,0,2,1,14,825,92959,15455,136.548,2026-08-10T01:14:53.094000+00:00,2026-08-10T01:17:09.642000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a8ef77f5305275fa2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.255,2026-08-10T01:17:03.664000+00:00,2026-08-10T01:17:03.919000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-a853af383c9c6adf6.jsonl,0,44,25,0,0,1,0,1,13,1,621,5595,450831,43215,447.942,2026-08-10T01:08:52.155000+00:00,2026-08-10T01:16:20.097000+00:00,<synthetic>
discovery,wf_5bf73fb9-15c,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_5bf73fb9-15c/agent-acfe548ff1cffa23f.jsonl,0,70,43,0,0,8,1,4,9,2,2100,15228,1154717,120561,371.826,2026-08-10T01:02:36.437000+00:00,2026-08-10T01:08:48.263000+00:00,claude-opus-5
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ab84b99c0d1a48c61.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.253,2026-08-08T21:24:52.979000+00:00,2026-08-08T21:24:53.232000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a2bcd72855fa2840b.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.246,2026-08-08T21:25:54.296000+00:00,2026-08-08T21:25:54.542000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a3330be6a9f902083.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.741,2026-08-08T21:26:13.624000+00:00,2026-08-08T21:26:14.365000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-abf3405d05140731e.jsonl,0,92,54,31,30,4,0,0,0,0,97,6874,1509696,94580,203.66,2026-08-08T21:21:25.595000+00:00,2026-08-08T21:24:49.255000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a3f47db8cf682d30a.jsonl,0,83,48,23,22,9,0,0,0,0,88,10015,1304289,71933,200.402,2026-08-08T21:21:25.419000+00:00,2026-08-08T21:24:45.821000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a19e74b1893922f45.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.237,2026-08-08T21:25:55.484000+00:00,2026-08-08T21:25:55.721000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ac30351b07a2a13a2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.338,2026-08-08T21:24:52.930000+00:00,2026-08-08T21:24:53.268000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-accb363c6465ce4b4.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.225,2026-08-08T21:25:55.353000+00:00,2026-08-08T21:25:55.578000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ae46cc596f84311db.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.206,2026-08-08T21:25:54.164000+00:00,2026-08-08T21:25:54.370000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-afeec87040f510af9.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.663,2026-08-08T21:24:52.340000+00:00,2026-08-08T21:24:53.003000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ab74001e8f1bf2774.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.24,2026-08-08T21:24:53.912000+00:00,2026-08-08T21:24:54.152000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a30b05706038108df.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.288,2026-08-08T21:24:50.343000+00:00,2026-08-08T21:24:50.631000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a037fd4602bdd26dd.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.382,2026-08-08T21:24:52.792000+00:00,2026-08-08T21:24:53.174000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aadd68b0648a31c12.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.769,2026-08-08T21:24:48.826000+00:00,2026-08-08T21:24:49.595000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aaa7ab0088a2cf3b2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.231,2026-08-08T21:24:52.597000+00:00,2026-08-08T21:24:52.828000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a63084347943f7522.jsonl,0,85,50,25,24,7,0,0,0,0,1506,6154,1346062,83422,201.72,2026-08-08T21:21:25.215000+00:00,2026-08-08T21:24:46.935000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ae3ac4d2ff0d0d6ff.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.895,2026-08-08T21:24:54.455000+00:00,2026-08-08T21:24:55.350000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a51553f195cb64bc6.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.298,2026-08-08T21:24:48.711000+00:00,2026-08-08T21:24:49.009000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a3eddffdf66b69c26.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.781,2026-08-08T21:26:54.386000+00:00,2026-08-08T21:26:55.167000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a55f02a771b8f0961.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.303,2026-08-08T21:24:52.605000+00:00,2026-08-08T21:24:52.908000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a1fffb8d0b1888e82.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.259,2026-08-08T21:24:52.950000+00:00,2026-08-08T21:24:53.209000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a73936c8b11676da3.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1.044,2026-08-08T21:24:46.229000+00:00,2026-08-08T21:24:47.273000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-af834d7b0bec5b8a7.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.229,2026-08-08T21:24:49.252000+00:00,2026-08-08T21:24:49.481000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a6baedb93f9fde25b.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.947,2026-08-08T21:24:56.929000+00:00,2026-08-08T21:24:57.876000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a2096264c084d078c.jsonl,0,83,48,23,22,9,0,0,0,0,87,8434,1262065,75057,200.896,2026-08-08T21:21:25.466000+00:00,2026-08-08T21:24:46.362000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a4488cb8e4482f07c.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.289,2026-08-08T21:24:52.180000+00:00,2026-08-08T21:24:52.469000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a03a14e7496f48d0c.jsonl,0,70,42,19,18,6,0,0,0,0,76,8286,1034748,72518,198.747,2026-08-08T21:21:25.275000+00:00,2026-08-08T21:24:44.022000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aaa73dc142777fb69.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.213,2026-08-08T21:24:47.267000+00:00,2026-08-08T21:24:47.480000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ab26fb3f75c7b109b.jsonl,0,85,49,25,24,8,0,0,0,0,90,9264,1313202,75736,209.083,2026-08-08T21:21:25.202000+00:00,2026-08-08T21:24:54.285000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ab7f6f6a7ec1d648b.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.267,2026-08-08T21:24:47.655000+00:00,2026-08-08T21:24:47.922000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a79ed195f57d27447.jsonl,0,80,46,23,22,8,0,0,0,0,86,7345,1226937,77149,200.202,2026-08-08T21:21:26.942000+00:00,2026-08-08T21:24:47.144000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a34b649d4c247467e.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.825,2026-08-08T21:24:47.539000+00:00,2026-08-08T21:24:48.364000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a27626d1f8699b4e2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.238,2026-08-08T21:24:50.865000+00:00,2026-08-08T21:24:51.103000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a35967dafbf207b4f.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.205,2026-08-08T21:25:57.892000+00:00,2026-08-08T21:25:58.097000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a96554b9c6f50e125.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.542,2026-08-08T21:24:54.719000+00:00,2026-08-08T21:24:55.261000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aac50a983da2d274f.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.534,2026-08-08T21:25:55.293000+00:00,2026-08-08T21:25:55.827000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a1ec2577808d7364a.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.236,2026-08-08T21:24:50.920000+00:00,2026-08-08T21:24:51.156000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a02c834f2387940bd.jsonl,0,84,49,24,23,8,0,0,0,0,89,9011,1327103,85202,203.804,2026-08-08T21:21:25.382000+00:00,2026-08-08T21:24:49.186000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aa70557c3514a0b35.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.25,2026-08-08T21:25:58.018000+00:00,2026-08-08T21:25:58.268000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-af6247acfe32e2935.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.186,2026-08-08T21:24:50.629000+00:00,2026-08-08T21:24:50.815000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a6d9bf71d82eec562.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.407,2026-08-08T21:24:50.875000+00:00,2026-08-08T21:24:51.282000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ae5de9740e204d12b.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.229,2026-08-08T21:24:54.508000+00:00,2026-08-08T21:24:54.737000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a8c1b66738768e377.jsonl,0,80,46,23,22,8,0,0,0,0,86,7199,1271317,82407,212.382,2026-08-08T21:21:25.626000+00:00,2026-08-08T21:24:58.008000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-af1a2abbc00a74928.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.258,2026-08-08T21:24:50.961000+00:00,2026-08-08T21:24:51.219000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aa902d1685a05bc7b.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.36,2026-08-08T21:24:55.114000+00:00,2026-08-08T21:24:55.474000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a6e4cad8abc7acf07.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.268,2026-08-08T21:25:55.318000+00:00,2026-08-08T21:25:55.586000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a26a02630b32b4626.jsonl,0,97,56,31,30,7,0,0,0,0,103,8318,1458649,75567,199.969,2026-08-08T21:21:26.062000+00:00,2026-08-08T21:24:46.031000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a1f8509af238c25d2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.329,2026-08-08T21:24:49.839000+00:00,2026-08-08T21:24:50.168000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a4ca330de3f520ad7.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.324,2026-08-08T21:24:51.791000+00:00,2026-08-08T21:24:52.115000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a76b258c11d97d488.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.287,2026-08-08T21:24:52.094000+00:00,2026-08-08T21:24:52.381000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a09e6a6db4864b98f.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.293,2026-08-08T21:24:48.464000+00:00,2026-08-08T21:24:48.757000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a54d0e310f510657d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.27,2026-08-08T21:25:53.184000+00:00,2026-08-08T21:25:53.454000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-abebf07a025fb3ba2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.484,2026-08-08T21:25:56.142000+00:00,2026-08-08T21:25:56.626000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a39a892149037b74d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.266,2026-08-08T21:24:50.381000+00:00,2026-08-08T21:24:50.647000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ad6fd526798248c76.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.195,2026-08-08T21:24:55.930000+00:00,2026-08-08T21:24:56.125000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ad3b5d84d5b1c62b8.jsonl,0,60,37,9,8,11,0,0,0,0,69,8555,823673,54273,278.931,2026-08-08T21:21:25.836000+00:00,2026-08-08T21:26:04.767000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a30cb7ec811f95afc.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.321,2026-08-08T21:24:53.948000+00:00,2026-08-08T21:24:54.269000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-af7c552664aeb0ead.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.319,2026-08-08T21:26:53.468000+00:00,2026-08-08T21:26:53.787000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a0630b1d88f52a3eb.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.245,2026-08-08T21:26:53.653000+00:00,2026-08-08T21:26:53.898000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-aeb554051aae2031c.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.272,2026-08-08T21:24:55.039000+00:00,2026-08-08T21:24:55.311000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-abaab9ea80a3692e8.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.629,2026-08-08T21:25:53.016000+00:00,2026-08-08T21:25:53.645000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a2b8382a60de80d54.jsonl,0,87,51,27,26,6,0,0,0,0,93,7754,1415416,80661,227.975,2026-08-08T21:21:25.623000+00:00,2026-08-08T21:25:13.598000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-a884d0cc34859d707.jsonl,0,76,45,23,22,5,0,0,0,0,82,8347,1127792,71597,200.886,2026-08-08T21:21:25.338000+00:00,2026-08-08T21:24:46.224000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ab2c354d809cacf45.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.262,2026-08-08T21:25:54.281000+00:00,2026-08-08T21:25:54.543000+00:00,<synthetic>
discovery,wf_a529d4ad-5be,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_a529d4ad-5be/agent-ac7958e8bb191bad0.jsonl,0,94,55,30,29,6,0,0,0,0,2466,8997,1633994,100551,202.254,2026-08-08T21:21:25.248000+00:00,2026-08-08T21:24:47.502000+00:00,<synthetic>
discovery,wf_f3dccd64-237,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_f3dccd64-237/agent-a370214ee008189a1.jsonl,0,135,74,29,28,18,1,0,0,1,140,25726,3838640,205333,519.544,2026-08-08T02:05:26.380000+00:00,2026-08-08T02:14:05.924000+00:00,claude-opus-5
discovery,wf_f3dccd64-237,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_f3dccd64-237/agent-a7920afb58d1dfc72.jsonl,0,172,102,36,35,29,1,0,0,1,192,34032,4756775,155513,685.768,2026-08-08T02:05:28.103000+00:00,2026-08-08T02:16:53.871000+00:00,claude-opus-5
discovery,wf_f3dccd64-237,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_f3dccd64-237/agent-a50ec2345e0f58d8a.jsonl,0,181,103,29,28,31,1,0,0,1,195,35284,6033975,206465,790.362,2026-08-08T02:05:27.150000+00:00,2026-08-08T02:18:37.512000+00:00,claude-opus-5
